name,address,primary_category,type,subtype,store_type,lat,lon,snap_eligible,geocode_source,TRACTCE
LECOM Senior Living Center,"5535, Peach Street, Erie, PA, 16509",Civic & Social,Social Services,Social Services,Social Services,42.0732933,-80.0925751,False,openstreetmap,011001
LECOM at Village Square,"149, West 22nd Street, Erie, PA, 16502",Civic & Social,Social Services,Social Services,Social Services,42.1139319,-80.078724,False,openstreetmap,001900
Legacy Home Care,"111, Walker Drive, Edinboro, PA, 16412",Civic & Social,Social Services,Social Services,Social Services,41.88985,-80.1219325,False,openstreetmap,012202
Let's Conquer This,"17, Merline Avenue, Erie, PA, 16509",Civic & Social,Social Services,Social Services,Social Services,42.0919243,-80.0836364,False,openstreetmap,002900
Life-NWPA,"121, West 12th Street, Erie, PA, 16501",Civic & Social,Social Services,Social Services,Social Services,42.1222294,-80.0834572,False,openstreetmap,000100
Manchester Commons Retirement Community,"6351, West Lake Road, Erie, PA, 16505",Civic & Social,Social Services,Social Services,Social Services,42.0675038,-80.2204375,False,openstreetmap,010304
Martins Landing,"415, East Main Street, Girard, PA, 16417",Civic & Social,Social Services,Social Services,Social Services,42.0035231,-80.3107822,False,openstreetmap,010201
Michael Murphy Retirement Home,"400, East Gore Road, Erie, PA, 16509",Civic & Social,Social Services,Social Services,Social Services,42.0960585,-80.0509843,False,openstreetmap,011102
Nightingale Nursing & Rehab Center,"607, East 26th Street, Erie, PA, 16504",Civic & Social,Social Services,Social Services,Social Services,42.116233,-80.0586212,False,openstreetmap,002600
North East Community Food Pantry,"30, Bothel Street, North East, PA, 16428",Civic & Social,Social Services,Social Services,Social Services,42.2113211,-79.831672,False,openstreetmap,011600
North East Senior Center,"50, East Main Street, North East, PA, 16428",Civic & Social,Social Services,Social Services,Social Services,42.2170073,-79.8320287,False,openstreetmap,011600
Northwestern Food Pantry,"1, Robb & Powell Ave, Albion, PA, 16401",Civic & Social,Social Services,Social Services,Social Services,41.8903827,-80.3639938,False,openstreetmap,010107
Parkside at Glenwood,"41, West Gore Road, Erie, PA, 16509",Civic & Social,Social Services,Social Services,Social Services,42.0914097,-80.0602234,False,openstreetmap,011102
Parkside at North East,"2, Gibson Street, North East, PA, 16428",Civic & Social,Social Services,Social Services,Social Services,42.2177974,-79.8348699,False,openstreetmap,011600
Parkside at Westminster,"3929, West 38th Street, Erie, PA, 16506",Civic & Social,Social Services,Social Services,Social Services,42.0685506,-80.1557647,False,openstreetmap,010903
Pennsylvania Soldiers & Sailors Home,"560, East 3rd Street, Erie, PA, 16507",Civic & Social,Social Services,Social Services,Social Services,42.138464,-80.0731646,False,openstreetmap,000400
Perseus House,"648, Hess Avenue, Erie, PA, 16503",Civic & Social,Social Services,Social Services,Social Services,42.1387793,-80.0573993,False,openstreetmap,000500
Pleasant Ridge Manor,"8300, West Ridge Road, Girard, PA, 16417",Civic & Social,Social Services,Social Services,Social Services,42.0222514,-80.273762,False,openstreetmap,010303
Presbyterian Homes,"1225, School Road, Erie, PA, 16505",Civic & Social,Social Services,Social Services,Social Services,42.0691741,-80.220817,False,openstreetmap,010304
Regency Suites,"322, Washington Place, Erie, PA, 16505",Civic & Social,Social Services,Social Services,Social Services,42.1214952,-80.1157736,False,openstreetmap,000200
Saint James Manor,"2611, Pearl Avenue, Erie, PA, 16510",Civic & Social,Social Services,Social Services,Social Services,42.1397226,-80.0229552,False,openstreetmap,001500
Saint Mary's Home of Erie,"1781, West 26th Street, Erie, PA, 16508",Civic & Social,Social Services,Social Services,Social Services,42.0970728,-80.1129188,False,openstreetmap,002100
Saint Mary's at Asbury Ridge,"4855, West Ridge Road, Erie, PA, 16506",Civic & Social,Social Services,Social Services,Social Services,42.0671779,-80.1844286,False,openstreetmap,010902
Sarah Reed Children's Center,"3227, Highland Road, Erie, PA, 16506",Civic & Social,Social Services,Social Services,Social Services,42.086045,-80.1248566,False,openstreetmap,010700
Sarah Reed Children's Center,"2931, Harvard Boulevard, Erie, PA, 16508",Civic & Social,Social Services,Social Services,Social Services,42.0952709,-80.1095461,False,openstreetmap,002100
Sarah Reed Children's Center,"2445, West 34th Street, Erie, PA, 16506",Civic & Social,Social Services,Social Services,Social Services,42.084889,-80.1239634,False,openstreetmap,010700
Sarah Reed Senior Living Center,"227, West 22nd Street, Erie, PA, 16502",Civic & Social,Social Services,Social Services,Social Services,42.1131718,-80.0801395,False,openstreetmap,001900
Second Harvest Food Bank of Northwest Pennsylvania,"1507, Grimm Drive, Erie, PA, 16501",Civic & Social,Social Services,Social Services,Social Services,42.1093401,-80.1126205,False,openstreetmap,001100
Springhill Senior Living Community,"2323, Edinboro Road, Erie, PA, 16509",Civic & Social,Social Services,Social Services,Social Services,42.0573818,-80.1029283,False,openstreetmap,011002
Summit Township Senior Citizen's,"1450, West Townhall Road, Erie, PA, 16509",Civic & Social,Social Services,Social Services,Social Services,42.0317388,-80.0474519,False,openstreetmap,011202
The Arc,"222, Chestnut Street, Meadville, PA, 16335",Civic & Social,Social Services,Social Services,Social Services,41.6380462,-80.1542134,False,openstreetmap,111600
The Refuge,"1027, East 26th Street, Erie, PA, 16504",Civic & Social,Social Services,Social Services,Social Services,42.120313,-80.0502747,False,openstreetmap,002600
Titusville Healthcare & Rehabilitation,"81, East Dillon Drive, Titusville, PA, 16354",Civic & Social,Social Services,Social Services,Social Services,41.6375802,-79.6815721,False,openstreetmap,111200
Tri-Boro Senior Center,"7555, West Ridge Road, Fairview, PA, 16415",Civic & Social,Social Services,Social Services,Social Services,42.0301798,-80.2562926,False,openstreetmap,010303
Tulane House,"4668, Tulane Avenue, Erie, PA, 16506",Civic & Social,Social Services,Social Services,Social Services,42.0667172,-80.1775083,False,openstreetmap,010902
Twinbrook Healthcare and Rehabilitation Center,"3805, Field Street, Erie, PA, 16511",Civic & Social,Social Services,Social Services,Social Services,42.1474246,-80.0149005,False,openstreetmap,011400
United Way of Erie County,"420, West 6th Street, Erie, PA, 16507",Civic & Social,Social Services,Social Services,Social Services,42.1262621,-80.0950371,False,openstreetmap,000902
VA Community Center,"135, East 38th Street, Erie, PA, 16504",Civic & Social,Social Services,Social Services,Social Services,42.1020519,-80.0649768,False,openstreetmap,002900
Walnut Creek Healthcare & Rehabilitation Center,"4850, Zuck Road, Erie, PA, 16506",Civic & Social,Social Services,Social Services,Social Services,42.071345,-80.1214837,False,openstreetmap,011002
Wesbury,"31, Park Avenue Extension, Meadville, PA, 16335",Civic & Social,Social Services,Social Services,Social Services,41.6654032,-80.1385428,False,openstreetmap,111700
Westlake Woods Assisted Living,"3302, West Lake Road, Erie, PA, 16505",Civic & Social,Social Services,Social Services,Social Services,42.1029698,-80.1611956,False,openstreetmap,010500
Allegheny College,"520, North Main Street, Meadville, PA, 16335",Education & Civic,Higher Education,Community College,Community College,41.6481003,-80.1447283,False,openstreetmap,111700
Barber National Institute,"100, Barber Place, Erie, PA, 16507",Education & Civic,Higher Education,Community College,Community College,42.141035,-80.0668673,False,openstreetmap,000400
Erie County Community College,"2403, West 8th Street, Erie, PA, 16505",Education & Civic,Higher Education,Community College,Community College,42.107047,-80.1374036,False,openstreetmap,012400
Gannon University,"109, University Square, Erie, PA, 16541",Education & Civic,Higher Education,University/College,University/College,42.1281052,-80.0867293,False,openstreetmap,000100
LECOM Bayfront,"1, Lecom Place, Erie, PA, 16505",Education & Civic,Higher Education,University/College,University/College,42.1244265,-80.1151225,False,openstreetmap,000200
LECOM Education Center,"2951, West 38th Street, Erie, PA, 16506",Education & Civic,Higher Education,University/College,University/College,42.0767237,-80.1313085,False,openstreetmap,010903
LECOM Erie,"2000, West Grandview Boulevard, Erie, PA, 16509",Education & Civic,Higher Education,University/College,University/College,42.0810805,-80.1077016,False,openstreetmap,003000
Laurel Technical Institute,"11618, Cotton Road, Meadville, PA, 16335",Education & Civic,Higher Education,Community College,Community College,41.6259564,-80.2225211,False,openstreetmap,111800
Mercyhurst University,"501, East 38th Street, Erie, PA, 16546",Education & Civic,Higher Education,University/College,University/College,42.1041268,-80.0524637,False,openstreetmap,002800
Penn State Behrend,"4701, College Road, Erie, PA, 16563",Education & Civic,Higher Education,University/College,University/College,42.1179721,-79.9811303,False,openstreetmap,011511
PennWest Edinboro,"219, Meadville Street, Edinboro, PA, 16444",Education & Civic,Higher Education,University/College,University/College,41.8727289,-80.1205146,False,openstreetmap,012202
Albion Area Public Library,"111, East Pearl Street, Albion, PA, 16401",Education & Civic,Library,Public Library,Public Library,41.8919606,-80.3612068,False,openstreetmap,010107
Alexander Findley Community Library,"2883, North Road, Findley Lake, NY, 14736",Education & Civic,Library,Public Library,Public Library,42.1236714,-79.7318509,False,openstreetmap,
Baron-Forness Library,"200, Tartan Road, Edinboro, PA, 16444",Education & Civic,Library,Public Library,Public Library,41.8706636,-80.1212652,False,openstreetmap,012202
Cambridge Springs Public Library,"158, McClellan Street, Cambridge Springs, PA, 16403-1018",Education & Civic,Library,Public Library,Public Library,41.8062371,-80.0544566,False,openstreetmap,110202
Edinboro Branch Library,"413, West Plum Street, Edinboro, PA, 16412",Education & Civic,Library,Public Library,Public Library,41.8788166,-80.1418047,False,openstreetmap,012202
Erie County Public Library,"4212, Iroquois Avenue, Erie, PA, 16511",Education & Civic,Library,Public Library,Public Library,42.152774,-80.0130455,False,openstreetmap,011400
Hammermill Library,"501, East 38th Street, Erie, 16546",Education & Civic,Library,Public Library,Public Library,42.105694,-80.0534099,False,openstreetmap,002800
Hope Childrens Library,"4026, Garden Avenue, Erie, PA, 16508",Education & Civic,Library,Public Library,Public Library,42.0836395,-80.1106019,False,openstreetmap,003000
John M. Lilley Library,"4951, College Drive, Erie, PA, 16563",Education & Civic,Library,Public Library,Public Library,42.1202661,-79.9816398,False,openstreetmap,011511
Lincoln Community Center Library,"1255, Manchester Road, Erie, PA, 16505",Education & Civic,Library,Public Library,Public Library,42.0684098,-80.2226328,False,openstreetmap,010304
McCord Memorial Library,"32, West Main Street, North East, PA, 16428",Education & Civic,Library,Public Library,Public Library,42.2158312,-79.8360955,False,openstreetmap,011600
Meadville Public Library,"848, North Main Street, Meadville, PA, 16335",Education & Civic,Library,Public Library,Public Library,41.639752,-80.1499412,False,openstreetmap,111600
Millcreek Branch Library,"2088, Interchange Road, Erie, PA, 16565",Education & Civic,Library,Public Library,Public Library,42.0695592,-80.1041814,False,openstreetmap,011002
Nash Library,"619, Sassafras Street, Erie, PA, 16541",Education & Civic,Library,Public Library,Public Library,42.1276781,-80.0882826,False,openstreetmap,000100
Pelletier Library,PA,Education & Civic,Library,Public Library,Public Library,41.6473238,-80.1458346,False,openstreetmap,111700
Raymond M. Blasco Memorial Library,"160, East Front Street, Erie, PA, 16507",Education & Civic,Library,Public Library,Public Library,42.1367665,-80.0863573,False,openstreetmap,000400
Rice Avenue Community Public Library,"705, Rice Avenue, Girard, PA, 16417",Education & Civic,Library,Public Library,Public Library,42.007064,-80.3245704,False,openstreetmap,010201
Ripley Public Library,"64, West Main Street, Ripley, NY, 14775",Education & Civic,Library,Public Library,Public Library,42.2657918,-79.7125432,False,openstreetmap,
Saegertown Library,"325, Broad Street, Saegertown, PA, 16433",Education & Civic,Library,Public Library,Public Library,41.7203031,-80.1478211,False,openstreetmap,110700
Union City Library,,Education & Civic,Library,Public Library,Public Library,41.8967592,-79.846764,False,openstreetmap,012002
Waterford Public Library,"30, South Park Row, Waterford, PA, 16441",Education & Civic,Library,Public Library,Public Library,41.9425616,-79.9830154,False,openstreetmap,012100
Accelerated Learning Academy,"816, North Park Avenue, Erie, PA, 16502",Education & Civic,School,K-12 School,K-12 School,42.1236715,-80.1034311,False,openstreetmap,000901
Allegheny College,,Education & Civic,School,K-12 School,K-12 School,41.6492228,-80.1478379,False,openstreetmap,111700
Ananda Montessori,"17, East Main Street, North East, PA, 16428",Education & Civic,School,K-12 School,K-12 School,42.2159186,-79.833829,False,openstreetmap,011600
Asbury Elementary School,"5875, Sterrettania Road, Fairview, PA, 16415",Education & Civic,School,K-12 School,K-12 School,42.044531,-80.1693946,False,openstreetmap,010904
Aubury School,,Education & Civic,School,K-12 School,K-12 School,41.9894995,-80.0650543,False,openstreetmap,010301
Audrey Hirt Academic Center,"501, East 38th Street, Erie, PA, 16546",Education & Civic,School,K-12 School,K-12 School,42.1047914,-80.0514571,False,openstreetmap,002800
Beech School,,Education & Civic,School,K-12 School,K-12 School,41.7186673,-80.0736678,False,openstreetmap,110700
Belle Valley Elementary School,"5300, Henderson Road, Erie, PA, 16509",Education & Civic,School,K-12 School,K-12 School,42.0982705,-80.0264634,False,openstreetmap,011101
Bentley School,,Education & Civic,School,K-12 School,K-12 School,41.8708895,-79.7833851,False,openstreetmap,012001
Berrie School,,Education & Civic,School,K-12 School,K-12 School,41.5428316,-80.1375608,False,openstreetmap,111300
Bethel Christian School,"1781, West 38th Street, Erie, PA, 16508",Education & Civic,School,K-12 School,K-12 School,42.0871414,-80.1058268,False,openstreetmap,003000
Big Road School,,Education & Civic,School,K-12 School,K-12 School,41.7042216,-80.3306191,False,openstreetmap,110300
Birchard School,,Education & Civic,School,K-12 School,K-12 School,41.7758898,-80.0706114,False,openstreetmap,110201
Blessed Sacrament School,"2510, Greengarden Boulevard, Erie, PA, 16502",Education & Civic,School,K-12 School,K-12 School,42.0997762,-80.1100074,False,openstreetmap,001100
Brick Schoolhouse,,Education & Civic,School,K-12 School,K-12 School,41.5042201,-80.4470133,False,openstreetmap,112001
Brier Hill School,,Education & Civic,School,K-12 School,K-12 School,41.6448475,-79.859045,False,openstreetmap,110900
Broadford School,,Education & Civic,School,K-12 School,K-12 School,41.7467229,-80.1364465,False,openstreetmap,110600
Brookhouser Elementary School,,Education & Civic,School,K-12 School,K-12 School,41.7239446,-80.1661697,False,openstreetmap,110600
Brown School,,Education & Civic,School,K-12 School,K-12 School,41.5692209,-80.0072802,False,openstreetmap,111300
Byham School,,Education & Civic,School,K-12 School,K-12 School,41.5911655,-80.1136707,False,openstreetmap,111400
Cambridge Springs Elementary School,,Education & Civic,School,K-12 School,K-12 School,41.7989596,-80.0652897,False,openstreetmap,110202
Cambridge Springs High School,,Education & Civic,School,K-12 School,K-12 School,41.7984079,-80.0662222,False,openstreetmap,110202
Cambridge Springs Junior Senior High School,,Education & Civic,School,K-12 School,K-12 School,41.7997238,-80.0667089,False,openstreetmap,110202
Cambridge Springs Junior/Senior High School,"641, Venango Avenue, Cambridge Springs, PA, 16403",Education & Civic,School,K-12 School,K-12 School,41.7980999,-80.0671722,False,openstreetmap,110202
Carmelite Monastery,"510, East Gore Road, Erie, PA, 16509",Education & Civic,School,K-12 School,K-12 School,42.0966495,-80.0497766,False,openstreetmap,011102
Cathedral Preparatory School,"225, West 9th Street, Erie, PA, 16501",Education & Civic,School,K-12 School,K-12 School,42.1242243,-80.0879232,False,openstreetmap,001000
Center School,,Education & Civic,School,K-12 School,K-12 School,41.5742208,-80.1547828,False,openstreetmap,111300
Center for Academic Engagement (CAE),"501, East 38th Street, Erie, PA, 16504",Education & Civic,School,K-12 School,K-12 School,42.1062714,-80.0532382,False,openstreetmap,002800
Cherrytree School,,Education & Civic,School,K-12 School,K-12 School,41.5723045,-79.7071791,False,openstreetmap,200000
Cherrytree School Grounds,,Education & Civic,School,K-12 School,K-12 School,41.5724694,-79.7072884,False,openstreetmap,200000
Chestnut Hill Elementary School,"1001, West 54th Street, Erie, PA, 16509",Education & Civic,School,K-12 School,K-12 School,42.0779345,-80.0774919,False,openstreetmap,011001
Child Development Centers,"3808, Caughey Road, Erie, PA, 16506",Education & Civic,School,K-12 School,K-12 School,42.0720707,-80.1465604,False,openstreetmap,010903
Christ United Methodist Preschool,"2615, West 32nd Street, Erie, PA, 16506",Education & Civic,School,K-12 School,K-12 School,42.0848029,-80.1284239,False,openstreetmap,010700
Clark Elementary School,"3650, Depot Road, Erie, PA, 16510",Education & Civic,School,K-12 School,K-12 School,42.1481914,-79.9408947,False,openstreetmap,011510
Clausen School,,Education & Civic,School,K-12 School,K-12 School,41.803389,-80.2031146,False,openstreetmap,110201
Cochranton Area Junior Senior High School,,Education & Civic,School,K-12 School,K-12 School,41.5227433,-80.0543864,False,openstreetmap,111300
Cochranton Elementary School,,Education & Civic,School,K-12 School,K-12 School,41.5113676,-80.0386036,False,openstreetmap,111300
Coil School,,Education & Civic,School,K-12 School,K-12 School,41.7547806,-79.7394966,False,openstreetmap,110100
Community Country Day School,"5800, Old Zuck Road, Erie, PA, 16506",Education & Civic,School,K-12 School,K-12 School,42.0594765,-80.1170378,False,openstreetmap,010903
Conelway School,,Education & Civic,School,K-12 School,K-12 School,41.9303333,-79.6831066,False,openstreetmap,011802
Conneaut Lake Middle School,,Education & Civic,School,K-12 School,K-12 School,41.6058875,-80.3239533,False,openstreetmap,110501
Conneaut Valley Elementary School,,Education & Civic,School,K-12 School,K-12 School,41.7801197,-80.3654788,False,openstreetmap,110300
Conneaut Valley High School,,Education & Civic,School,K-12 School,K-12 School,41.7754807,-80.3612177,False,openstreetmap,110300
Crawford Christian Academy,,Education & Civic,School,K-12 School,K-12 School,41.6432922,-80.1414978,False,openstreetmap,111500
Crawford County Area Vocational Technical School,,Education & Civic,School,K-12 School,K-12 School,41.6334795,-80.1264857,False,openstreetmap,111500
Creative Learning Child Care,"2312, West 15th Street, Erie, PA, 16505",Education & Civic,School,K-12 School,K-12 School,42.1021113,-80.1316351,False,openstreetmap,012400
Curtis School,,Education & Civic,School,K-12 School,K-12 School,41.7395,-80.2064482,False,openstreetmap,110600
Cussewago Township School,,Education & Civic,School,K-12 School,K-12 School,41.8025556,-80.2214484,False,openstreetmap,110201
Davis School,,Education & Civic,School,K-12 School,K-12 School,41.5933878,-80.0756144,False,openstreetmap,110800
Daytown School,,Education & Civic,School,K-12 School,K-12 School,41.7697805,-79.708663,False,openstreetmap,110100
Dets School,,Education & Civic,School,K-12 School,K-12 School,41.5417247,-79.7781101,False,openstreetmap,200100
Diehl Elementary School,"2327, Fairmount Parkway, Erie, PA, 16510",Education & Civic,School,K-12 School,K-12 School,42.1328944,-80.0235295,False,openstreetmap,001600
Dobbs School,,Education & Civic,School,K-12 School,K-12 School,41.7658909,-79.8800534,False,openstreetmap,110900
Donation School,,Education & Civic,School,K-12 School,K-12 School,41.9508882,-79.7272733,False,openstreetmap,011802
Earle C. Davis Primary School,"50, East Division Street, North East, PA, 16428",Education & Civic,School,K-12 School,K-12 School,42.2198118,-79.8307606,False,openstreetmap,011600
Early Connections,"200, West 11th Street, Erie, PA, 16501",Education & Civic,School,K-12 School,K-12 School,42.1232384,-80.0860127,False,openstreetmap,001000
East End Elementary School,,Education & Civic,School,K-12 School,K-12 School,41.6367216,-80.1383927,False,openstreetmap,111500
East Middle School,"1001, Atkins Street, Erie, PA, 16503",Education & Civic,School,K-12 School,K-12 School,42.1377209,-80.0600376,False,openstreetmap,000500
Easter Group Daycare,"502, Walnut Street, Erie, PA, 16502",Education & Civic,School,Early Childhood,Early Childhood,42.1235022,-80.0949977,False,openstreetmap,000902
Edinboro Elementary School,"5390, Route 6N, Edinboro, PA, 16412",Education & Civic,School,K-12 School,K-12 School,41.8822761,-80.1493463,False,openstreetmap,012201
Edison Elementary School,"1916, East 7th Street, Erie, PA, 16511",Education & Civic,School,K-12 School,K-12 School,42.1443979,-80.0422453,False,openstreetmap,000600
Elk Valley Elementary School,"2556, Maple Avenue, Lake City, PA, 16423",Education & Civic,School,K-12 School,K-12 School,42.0090808,-80.3445471,False,openstreetmap,010201
Ellis School,,Education & Civic,School,K-12 School,K-12 School,41.636166,-80.1150589,False,openstreetmap,111400
Elm Street School,,Education & Civic,School,K-12 School,K-12 School,41.6316066,-79.6840854,False,openstreetmap,111200
Emerson School,,Education & Civic,School,K-12 School,K-12 School,41.8831116,-79.8556077,False,openstreetmap,012001
Erie County Technical School,"8500, Oliver Road, Erie, PA, 16509",Education & Civic,School,K-12 School,K-12 School,42.0300099,-80.0952575,False,openstreetmap,011202
Erie Day School,"1372, West 6th Street, Erie, PA, 16505",Education & Civic,School,K-12 School,K-12 School,42.1202834,-80.1158794,False,openstreetmap,000200
Erie High School,"3325, Cherry Street, Erie, PA, 16508",Education & Civic,School,K-12 School,K-12 School,42.1022995,-80.0812038,False,openstreetmap,002400
Erie Institute of Technology,"940, Millcreek Mall Boulevard, Erie, PA, 16565",Education & Civic,School,K-12 School,K-12 School,42.0716378,-80.1008643,False,openstreetmap,011002
Erie Insurance Technical Learning Center,"123, East 7th Street, Erie, PA, 16501",Education & Civic,School,K-12 School,K-12 School,42.1290553,-80.0821305,False,openstreetmap,000100
Erie Preparatory Academy,"8155, Oliver Road, Erie, PA, 16509",Education & Civic,School,K-12 School,K-12 School,42.0449301,-80.081136,False,openstreetmap,011202
Erie Test Center,"155, West 8th Street, Erie, PA, 16501",Education & Civic,School,K-12 School,K-12 School,42.126078,-80.0872427,False,openstreetmap,000100
Fairview Elementary School,"5145, Avonia Road, Fairview, PA, 16415",Education & Civic,School,K-12 School,K-12 School,42.0239877,-80.247295,False,openstreetmap,010303
Fairview High School,"7466, McCray Road, Fairview, PA, 16415",Education & Civic,School,K-12 School,K-12 School,42.0216796,-80.2456414,False,openstreetmap,010303
Fairview Middle School,"4967, Avonia Road, Fairview, PA, 16415",Education & Civic,School,K-12 School,K-12 School,42.0256965,-80.2486032,False,openstreetmap,010303
Faith Builders Educational Programs,"28527, Guys Mills Road, Guys Mills, PA, 16327",Education & Civic,School,K-12 School,K-12 School,41.6324748,-79.9739616,False,openstreetmap,110800
First District Elementary School,,Education & Civic,School,K-12 School,K-12 School,41.6431266,-80.148088,False,openstreetmap,111500
Fort LeBoeuf High School,"931, North High Street, Waterford, PA, 16441",Education & Civic,School,K-12 School,K-12 School,41.9521664,-79.9881403,False,openstreetmap,012100
Fort LeBoeuf Middle School,"865, Cherry Street, Waterford, PA, 16441",Education & Civic,School,K-12 School,K-12 School,41.9495587,-79.9855386,False,openstreetmap,012100
Fortis Institute,"5757, West Ridge Road, Erie, PA, 16506",Education & Civic,School,K-12 School,K-12 School,42.0604351,-80.2042729,False,openstreetmap,010303
French Creek Valley Christian School and Day Care,,Education & Civic,School,K-12 School,K-12 School,41.7259043,-80.1462389,False,openstreetmap,110700
Gamble School,,Education & Civic,School,K-12 School,K-12 School,41.5375537,-80.4317349,False,openstreetmap,112001
General McLane High School,"11761, Edinboro Road, Edinboro, PA, 16412",Education & Civic,School,K-12 School,K-12 School,41.9166276,-80.1215062,False,openstreetmap,012201
Gibson School,,Education & Civic,School,K-12 School,K-12 School,41.6808888,-80.1131137,False,openstreetmap,110700
Gibson School,,Education & Civic,School,K-12 School,K-12 School,41.8583891,-80.1614468,False,openstreetmap,012201
Gilson Ridge School,,Education & Civic,School,K-12 School,K-12 School,41.6761699,-79.7000523,False,openstreetmap,111000
Girard High School,"1135, Lake Street, Girard, PA, 16417",Education & Civic,School,K-12 School,K-12 School,42.0080773,-80.3335918,False,openstreetmap,010201
Grandview Elementary School,"4301, Lancaster Road, Erie, PA, 16506",Education & Civic,School,K-12 School,K-12 School,42.0714713,-80.133994,False,openstreetmap,010903
Great Lakes Institute Of Technology,"5100, Peach Street, Erie, PA, 16509",Education & Civic,School,K-12 School,K-12 School,42.0794552,-80.0920024,False,openstreetmap,011002
Grover Cleveland Elementary School,"1540, West 38th Street, Erie, PA, 16508",Education & Civic,School,K-12 School,K-12 School,42.0908766,-80.1003043,False,openstreetmap,002100
Grubb School,,Education & Civic,School,K-12 School,K-12 School,41.7192226,-80.1225577,False,openstreetmap,110700
Harborcreek Junior/Senior High School,"6375, Buffalo Road, Harborcreek, PA, 16421",Education & Civic,School,K-12 School,K-12 School,42.163052,-79.9539755,False,openstreetmap,011510
Harding Elementary School,"820, Lincoln Avenue, Erie, PA, 16505",Education & Civic,School,K-12 School,K-12 School,42.1123318,-80.1220337,False,openstreetmap,000200
Hatch School,,Education & Civic,School,K-12 School,K-12 School,41.6586666,-80.0489461,False,openstreetmap,110800
Hatch School,,Education & Civic,School,K-12 School,K-12 School,41.7239468,-79.8322756,False,openstreetmap,110900
Hatch School,,Education & Civic,School,K-12 School,K-12 School,41.6611669,-79.9872782,False,openstreetmap,110800
Hays School,,Education & Civic,School,K-12 School,K-12 School,41.8783897,-79.6836624,False,openstreetmap,011802
Heavenly Hands Early Learning Child Care Academy,"1001, West 21st Street, Erie, PA, 16502",Education & Civic,School,K-12 School,K-12 School,42.1080856,-80.0971373,False,openstreetmap,002000
Himebaugh School,,Education & Civic,School,K-12 School,K-12 School,41.7731117,-80.1358908,False,openstreetmap,110201
Homan School,,Education & Civic,School,K-12 School,K-12 School,41.7903339,-80.1303351,False,openstreetmap,110201
Horton School,,Education & Civic,School,K-12 School,K-12 School,41.8675562,-79.8864415,False,openstreetmap,012001
Hotchkiss School,,Education & Civic,School,K-12 School,K-12 School,41.7775559,-80.1667248,False,openstreetmap,110201
Huller School,,Education & Civic,School,K-12 School,K-12 School,41.6292212,-80.2289501,False,openstreetmap,111800
Hydetown Elementary School,,Education & Civic,School,K-12 School,K-12 School,41.6457053,-79.7191622,False,openstreetmap,111000
Interior Design Department,"3928, Wayne Street, Erie, PA, 16546",Education & Civic,School,K-12 School,K-12 School,42.1067971,-80.048751,False,openstreetmap,002800
Intermediate Elementary School,"50, East Division Street, North East, PA, 16428",Education & Civic,School,K-12 School,K-12 School,42.2212102,-79.8306337,False,openstreetmap,011600
Iroquois Elementary School,"4231, Morse Street, Erie, PA, 16511",Education & Civic,School,K-12 School,K-12 School,42.1538877,-80.0122204,False,openstreetmap,011400
Iroquois Junior/Senior High School,"4301, Main Street, Erie, PA, 16511",Education & Civic,School,K-12 School,K-12 School,42.1500384,-80.0093687,False,openstreetmap,011400
James S. Wilson Middle School,"901, West 54th Street, Erie, PA, 16509",Education & Civic,School,K-12 School,K-12 School,42.0785223,-80.0757395,False,openstreetmap,011001
James W. Parker Middle School,"11781, Edinboro Road, Edinboro, PA, 16412",Education & Civic,School,K-12 School,K-12 School,41.915111,-80.1223854,False,openstreetmap,012201
Janet L. Miller Center for Growth & Academic Excellence,"5999, Station Road, North East, PA, 16428",Education & Civic,School,K-12 School,K-12 School,42.1895792,-79.831946,False,openstreetmap,011702
Jefferson Elementary School,"230, East 38th Street, Erie, PA, 16504",Education & Civic,School,K-12 School,K-12 School,42.1050034,-80.0632337,False,openstreetmap,002800
Jo Anna Connell Elementary School,"1820, East 38th Street, Erie, PA, 16510",Education & Civic,School,K-12 School,K-12 School,42.117613,-80.0280048,False,openstreetmap,002700
Kiser School,,Education & Civic,School,K-12 School,K-12 School,41.6014435,-80.0639474,False,openstreetmap,110800
Klein Elementary School,"5325, East Lake Road, Erie, PA, 16511",Education & Civic,School,K-12 School,K-12 School,42.1701011,-79.9944094,False,openstreetmap,011503
Kreiter School,,Education & Civic,School,K-12 School,K-12 School,41.6025544,-80.187283,False,openstreetmap,111800
Laird School,,Education & Civic,School,K-12 School,K-12 School,41.5056089,-80.0939495,False,openstreetmap,111300
Lamb School,,Education & Civic,School,K-12 School,K-12 School,41.6972795,-79.8903321,False,openstreetmap,110900
Lang School,,Education & Civic,School,K-12 School,K-12 School,41.7445011,-80.0539447,False,openstreetmap,110700
Leadership Christian Academy,"5900, Sterrettania Road, Fairview, PA, 16415",Education & Civic,School,K-12 School,K-12 School,42.042496,-80.1750533,False,openstreetmap,010904
Lincoln Elementary School,"831, East 31st Street, Erie, PA, 16504",Education & Civic,School,K-12 School,K-12 School,42.1143011,-80.0518176,False,openstreetmap,002600
Linesville Conneaut Summit High School,,Education & Civic,School,K-12 School,K-12 School,41.6544504,-80.4167314,False,openstreetmap,110400
Luther Memorial Academy,"220, West 11th Street, Erie, PA, 16501",Education & Civic,School,K-12 School,K-12 School,42.123008,-80.0869787,False,openstreetmap,001000
