Content.Agency Name,Content.Agency Ref,Content.Effective Date,Content.Value,Content.County ,Content.Statistic Name,Content.Statistic Group ,Name
Tidioute Fire Hall - SHFB MOBILE,10704,12/31/2024,52,WARREN,B. Number of Unique Households,Produce Express,Table6
Tidioute Fire Hall - SHFB MOBILE,10704,12/31/2024,41,WARREN,C. Number of Unique Adults (18 - 59 years) ,Produce Express,Table6
Tidioute Fire Hall - SHFB MOBILE,10704,12/31/2024,17,WARREN,D. Number of Unique Children (0 - 17 years),Produce Express,Table6
Tidioute Fire Hall - SHFB MOBILE,10704,12/31/2024,42,WARREN,E. Number of Unique Seniors (60+ years),Produce Express,Table6
Tidioute Fire Hall - SHFB MOBILE,10704,12/31/2024,100,WARREN,F. Number of Unique Individuals,Produce Express,Table6
Tidioute Fire Hall - SHFB MOBILE,10704,12/31/2024,52,WARREN,G. Combined Total Number of Households,Produce Express,Table6
Tidioute Fire Hall - SHFB MOBILE,10704,12/31/2024,41,WARREN,H. Combined Total Adults (18 - 59 years),Produce Express,Table6
Tidioute Fire Hall - SHFB MOBILE,10704,12/31/2024,17,WARREN,I. Combined Total Children (0 - 17 years),Produce Express,Table6
Tidioute Fire Hall - SHFB MOBILE,10704,12/31/2024,42,WARREN,J. Combined Total Seniors (60+ years),Produce Express,Table6
Tidioute Fire Hall - SHFB MOBILE,10704,12/31/2024,100,WARREN,K. Combined Total Number of Individuals,Produce Express,Table6
Tidioute Fire Hall - SHFB MOBILE,10704,12/31/2024,16,WARREN,L. Total New Households,Produce Express,Table6
Adagio Health FP - Erie,01807,12/31/2024,7,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/No TEFAP,Table6
Adagio Health FP - Erie,01807,12/31/2024,1,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/No TEFAP,Table6
Adagio Health FP - Erie,01807,12/31/2024,6,ERIE,A. Number of Distributions,Food Pantry/No TEFAP,Table6
BP - Perry Elementary - SHBP ,02033,12/31/2024,170,ERIE,D. Number of Unique Children (0 - 17 years),BackPacks,Table6
BP - Perry Elementary - SHBP ,02033,12/31/2024,680,ERIE,I. Combined Total Children (0 - 17 years),BackPacks,Table6
BP - Robison Elementary - SHBP,02072,12/31/2024,25,ERIE,D. Number of Unique Children (0 - 17 years),BackPacks,Table6
BP - Robison Elementary - SHBP,02072,12/31/2024,100,ERIE,I. Combined Total Children (0 - 17 years),BackPacks,Table6
Thursday Group - SHFB MOBILE,10703 - C,12/31/2024,129,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Thursday Group - SHFB MOBILE,10703 - C,12/31/2024,166,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Thursday Group - SHFB MOBILE,10703 - C,12/31/2024,156,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Thursday Group - SHFB MOBILE,10703 - C,12/31/2024,60,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Thursday Group - SHFB MOBILE,10703 - C,12/31/2024,382,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Thursday Group - SHFB MOBILE,10703 - C,12/31/2024,129,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Thursday Group - SHFB MOBILE,10703 - C,12/31/2024,166,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Thursday Group - SHFB MOBILE,10703 - C,12/31/2024,156,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Thursday Group - SHFB MOBILE,10703 - C,12/31/2024,60,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Thursday Group - SHFB MOBILE,10703 - C,12/31/2024,382,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Thursday Group - SHFB MOBILE,10703 - C,12/31/2024,1,ERIE,L. Total New Households,Food Pantry/TEFAP,Table6
Thursday Group - SHFB MOBILE,10703 - C,12/31/2024,1,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table6
Meadville Family YMCA-Childcare,04589,12/31/2024,6412,CRAWFORD,Onsites: Total Number of Meals Served This Month,Non-Emerg. Meal/Snack,Table6
Meadville Family YMCA-Childcare,04589,12/31/2024,185,CRAWFORD,Onsites: Total Number of Unduplicated Persons Served This Month,Non-Emerg. Meal/Snack,Table6
Perseus House - Andromeda RTF - YR,04232,12/31/2024,1023,ERIE,Onsites: Total Number of Meals Served This Month,Non-Emerg. Meal/Snack,Table6
Perseus House - Andromeda RTF - YR,04232,12/31/2024,11,ERIE,Onsites: Total Number of Unduplicated Persons Served This Month,Non-Emerg. Meal/Snack,Table6
Centerville Fellowship Church - FP,07002,12/31/2024,56,CRAWFORD,B. Number of Unique Households,Produce Express,Table6
Centerville Fellowship Church - FP,07002,12/31/2024,72,CRAWFORD,C. Number of Unique Adults (18 - 59 years) ,Produce Express,Table6
Centerville Fellowship Church - FP,07002,12/31/2024,56,CRAWFORD,D. Number of Unique Children (0 - 17 years),Produce Express,Table6
Centerville Fellowship Church - FP,07002,12/31/2024,24,CRAWFORD,E. Number of Unique Seniors (60+ years),Produce Express,Table6
Centerville Fellowship Church - FP,07002,12/31/2024,152,CRAWFORD,F. Number of Unique Individuals,Produce Express,Table6
Centerville Fellowship Church - FP,07002,12/31/2024,56,CRAWFORD,G. Combined Total Number of Households,Produce Express,Table6
Centerville Fellowship Church - FP,07002,12/31/2024,72,CRAWFORD,H. Combined Total Adults (18 - 59 years),Produce Express,Table6
Centerville Fellowship Church - FP,07002,12/31/2024,56,CRAWFORD,I. Combined Total Children (0 - 17 years),Produce Express,Table6
Centerville Fellowship Church - FP,07002,12/31/2024,24,CRAWFORD,J. Combined Total Seniors (60+ years),Produce Express,Table6
Centerville Fellowship Church - FP,07002,12/31/2024,152,CRAWFORD,K. Combined Total Number of Individuals,Produce Express,Table6
Centerville Fellowship Church - FP,07002,12/31/2024,1,CRAWFORD,A. Number of Distributions,Produce Express,Table6
Order Ahead - SHFB,1001337,12/31/2024,12,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Order Ahead - SHFB,1001337,12/31/2024,23,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Order Ahead - SHFB,1001337,12/31/2024,14,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Order Ahead - SHFB,1001337,12/31/2024,37,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Order Ahead - SHFB,1001337,12/31/2024,12,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Order Ahead - SHFB,1001337,12/31/2024,23,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Order Ahead - SHFB,1001337,12/31/2024,14,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Order Ahead - SHFB,1001337,12/31/2024,37,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Order Ahead - SHFB,1001337,12/31/2024,2,ERIE,L. Total New Households,Food Pantry/TEFAP,Table6
Order Ahead - SHFB,1001337,12/31/2024,13,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table6
Order Ahead - SHFB,1001337,12/31/2024,1,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table6
St Pauls Lutheran Church - FP,06058,12/31/2024,58,CRAWFORD,H. Combined Total Adults (18 - 59 years),Produce Express,Table6
St Pauls Lutheran Church - FP,06058,12/31/2024,21,CRAWFORD,I. Combined Total Children (0 - 17 years),Produce Express,Table6
St Pauls Lutheran Church - FP,06058,12/31/2024,47,CRAWFORD,J. Combined Total Seniors (60+ years),Produce Express,Table6
St Pauls Lutheran Church - FP,06058,12/31/2024,129,CRAWFORD,K. Combined Total Number of Individuals,Produce Express,Table6
St Pauls Lutheran Church - FP,06058,12/31/2024,4,CRAWFORD,L. Total New Households,Produce Express,Table6
St Pauls Lutheran Church - FP,06058,12/31/2024,8,CRAWFORD,M. Total New Individuals,Produce Express,Table6
St Pauls Lutheran Church - FP,06058,12/31/2024,59,CRAWFORD,A. Number of Distributions,Produce Express,Table6
BP - Victory Elementary - SHBP,02109,12/31/2024,28,VENANGO,D. Number of Unique Children (0 - 17 years),BackPacks,Table6
BP - Victory Elementary - SHBP,02109,12/31/2024,112,VENANGO,I. Combined Total Children (0 - 17 years),BackPacks,Table6
St Marys Area High School - SCHOOL PANTRY ,09788,12/31/2024,14,ELK,D. Number of Unique Children (0 - 17 years),School Pantry,Table6
St Marys Area High School - SCHOOL PANTRY ,09788,12/31/2024,40,ELK,I. Combined Total Children (0 - 17 years),School Pantry,Table6
BP - Tracy Elementary - SHBP,02078,12/31/2024,49,ERIE,D. Number of Unique Children (0 - 17 years),BackPacks,Table6
BP - Tracy Elementary - SHBP,02078,12/31/2024,196,ERIE,I. Combined Total Children (0 - 17 years),BackPacks,Table6
BP - Sandycreek Elementary - SHBP,02110,12/31/2024,46,VENANGO,D. Number of Unique Children (0 - 17 years),BackPacks,Table6
BP - Sandycreek Elementary - SHBP,02110,12/31/2024,181,VENANGO,I. Combined Total Children (0 - 17 years),BackPacks,Table6
Destinations Bradford - FP,01657,12/31/2024,13,MCKEAN,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Destinations Bradford - FP,01657,12/31/2024,172,MCKEAN,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Destinations Bradford - FP,01657,12/31/2024,7,MCKEAN,L. Total New Households,Food Pantry/TEFAP,Table6
Destinations Bradford - FP,01657,12/31/2024,14,MCKEAN,M. Total New Individuals,Food Pantry/TEFAP,Table6
Destinations Bradford - FP,01657,12/31/2024,1,MCKEAN,A. Number of Distributions,Food Pantry/TEFAP,Table6
Erie High School - SCHOOL PANTRY ,09750,12/31/2024,29,ERIE,D. Number of Unique Children (0 - 17 years),School Pantry,Table6
Erie High School - SCHOOL PANTRY ,09750,12/31/2024,79,ERIE,I. Combined Total Children (0 - 17 years),School Pantry,Table6
Adagio Health FP- Venango,01809,12/31/2024,1,VENANGO,G. Combined Total Number of Households,Food Pantry/No TEFAP,Table6
Adagio Health FP- Venango,01809,12/31/2024,3,VENANGO,H. Combined Total Adults (18 - 59 years),Food Pantry/No TEFAP,Table6
Adagio Health FP- Venango,01809,12/31/2024,2,VENANGO,I. Combined Total Children (0 - 17 years),Food Pantry/No TEFAP,Table6
Adagio Health FP- Venango,01809,12/31/2024,1,VENANGO,A. Number of Distributions,Food Pantry/No TEFAP,Table6
BP - West End Elementary - SHBP,02120,12/31/2024,68,CRAWFORD,D. Number of Unique Children (0 - 17 years),BackPacks,Table6
BP - West End Elementary - SHBP,02120,12/31/2024,272,CRAWFORD,I. Combined Total Children (0 - 17 years),BackPacks,Table6
BP - North East Elementary Center - SHBP,02105,12/31/2024,60,ERIE,D. Number of Unique Children (0 - 17 years),BackPacks,Table6
BP - North East Elementary Center - SHBP,02105,12/31/2024,240,ERIE,I. Combined Total Children (0 - 17 years),BackPacks,Table6
Northwestern High School - SCHOOL PANTRY,09791,12/31/2024,10,ERIE,D. Number of Unique Children (0 - 17 years),School Pantry,Table6
Northwestern High School - SCHOOL PANTRY,09791,12/31/2024,40,ERIE,I. Combined Total Children (0 - 17 years),School Pantry,Table6
Bethany Outreach - FP,01521,12/31/2024,277,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Bethany Outreach - FP,01521,12/31/2024,400,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Bethany Outreach - FP,01521,12/31/2024,336,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Bethany Outreach - FP,01521,12/31/2024,118,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Bethany Outreach - FP,01521,12/31/2024,854,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Bethany Outreach - FP,01521,12/31/2024,391,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Bethany Outreach - FP,01521,12/31/2024,556,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Bethany Outreach - FP,01521,12/31/2024,460,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Bethany Outreach - FP,01521,12/31/2024,187,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Bethany Outreach - FP,01521,12/31/2024,1203,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Bethany Outreach - FP,01521,12/31/2024,47,ERIE,L. Total New Households,Food Pantry/TEFAP,Table6
Bethany Outreach - FP,01521,12/31/2024,143,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table6
Bethany Outreach - FP,01521,12/31/2024,4,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table6
Unitarian Universalist SK,03060,12/31/2024,161,CRAWFORD,Onsites: Total Number of Meals Served This Month,Soup Kitchen/Shelter,Table6
Western Forest County - FP,01551,12/31/2024,1,FOREST,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Western Forest County - FP,01551,12/31/2024,35,FOREST,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Western Forest County - FP,01551,12/31/2024,14,FOREST,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Western Forest County - FP,01551,12/31/2024,41,FOREST,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Western Forest County - FP,01551,12/31/2024,90,FOREST,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Western Forest County - FP,01551,12/31/2024,1,FOREST,L. Total New Households,Food Pantry/TEFAP,Table6
Western Forest County - FP,01551,12/31/2024,1,FOREST,M. Total New Individuals,Food Pantry/TEFAP,Table6
Western Forest County - FP,01551,12/31/2024,1,FOREST,A. Number of Distributions,Food Pantry/TEFAP,Table6
Youngsville Free Methodist Church - SK,03574,12/31/2024,45,WARREN,Onsites: Total Number of Meals Served This Month,Soup Kitchen/Shelter,Table6
First Church of the Nazarene - FP,01358,12/31/2024,39,WARREN,B. Number of Unique Households,Food Pantry/TEFAP,Table6
First Church of the Nazarene - FP,01358,12/31/2024,49,WARREN,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
First Church of the Nazarene - FP,01358,12/31/2024,36,WARREN,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
First Church of the Nazarene - FP,01358,12/31/2024,25,WARREN,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
First Church of the Nazarene - FP,01358,12/31/2024,110,WARREN,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
First Church of the Nazarene - FP,01358,12/31/2024,7,WARREN,L. Total New Households,Food Pantry/TEFAP,Table6
First Church of the Nazarene - FP,01358,12/31/2024,18,WARREN,M. Total New Individuals,Food Pantry/TEFAP,Table6
First Church of the Nazarene - FP,01358,12/31/2024,1,WARREN,A. Number of Distributions,Food Pantry/TEFAP,Table6
BP - Warren Area Elementary - SHBP,02076,12/31/2024,59,WARREN,D. Number of Unique Children (0 - 17 years),BackPacks,Table6
BP - Warren Area Elementary - SHBP,02076,12/31/2024,235,WARREN,I. Combined Total Children (0 - 17 years),BackPacks,Table6
BP - Community Country Day School - SHBP ,02114,12/31/2024,25,ERIE,D. Number of Unique Children (0 - 17 years),BackPacks,Table6
BP - Community Country Day School - SHBP ,02114,12/31/2024,100,ERIE,I. Combined Total Children (0 - 17 years),BackPacks,Table6
Beatty Warren Middle School - SCHOOL PANTRY ,09745,12/31/2024,51,WARREN,D. Number of Unique Children (0 - 17 years),School Pantry,Table6
Beatty Warren Middle School - SCHOOL PANTRY ,09745,12/31/2024,204,WARREN,I. Combined Total Children (0 - 17 years),School Pantry,Table6
Lowville - FP,01140,12/31/2024,33,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Lowville - FP,01140,12/31/2024,48,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Lowville - FP,01140,12/31/2024,30,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Lowville - FP,01140,12/31/2024,22,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Lowville - FP,01140,12/31/2024,101,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Lowville - FP,01140,12/31/2024,32,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Lowville - FP,01140,12/31/2024,48,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Lowville - FP,01140,12/31/2024,30,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Church of the Ascension - FP,06047,12/31/2024,103,MCKEAN,B. Number of Unique Households,Produce Express,Table6
Church of the Ascension - FP,06047,12/31/2024,134,MCKEAN,C. Number of Unique Adults (18 - 59 years) ,Produce Express,Table6
Church of the Ascension - FP,06047,12/31/2024,59,MCKEAN,D. Number of Unique Children (0 - 17 years),Produce Express,Table6
Church of the Ascension - FP,06047,12/31/2024,35,MCKEAN,E. Number of Unique Seniors (60+ years),Produce Express,Table6
Church of the Ascension - FP,06047,12/31/2024,225,MCKEAN,F. Number of Unique Individuals,Produce Express,Table6
Church of the Ascension - FP,06047,12/31/2024,13,MCKEAN,L. Total New Households,Produce Express,Table6
Church of the Ascension - FP,06047,12/31/2024,36,MCKEAN,M. Total New Individuals,Produce Express,Table6
Church of the Ascension - FP,06047,12/31/2024,1,MCKEAN,A. Number of Distributions,Produce Express,Table6
Holy Archangels Orthodox Foundation Food Pantry,01816,12/31/2024,55,WARREN,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Holy Archangels Orthodox Foundation Food Pantry,01816,12/31/2024,34,WARREN,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Holy Archangels Orthodox Foundation Food Pantry,01816,12/31/2024,14,WARREN,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Holy Archangels Orthodox Foundation Food Pantry,01816,12/31/2024,5,WARREN,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Holy Archangels Orthodox Foundation Food Pantry,01816,12/31/2024,34,WARREN,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Holy Archangels Orthodox Foundation Food Pantry,01816,12/31/2024,55,WARREN,A. Number of Distributions,Food Pantry/TEFAP,Table6
St Joseph Bread of Life Church - FP,01535,12/31/2024,27,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table6
St Joseph Bread of Life Church - FP,01535,12/31/2024,28,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
St Joseph Bread of Life Church - FP,01535,12/31/2024,18,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
St Joseph Bread of Life Church - FP,01535,12/31/2024,46,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
St Joseph Bread of Life Church - FP,01535,12/31/2024,40,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
St Joseph Bread of Life Church - FP,01535,12/31/2024,34,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
St Joseph Bread of Life Church - FP,01535,12/31/2024,28,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
St Joseph Bread of Life Church - FP,01535,12/31/2024,62,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
St Joseph Bread of Life Church - FP,01535,12/31/2024,2,ERIE,L. Total New Households,Food Pantry/TEFAP,Table6
St Joseph Bread of Life Church - FP,01535,12/31/2024,5,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table6
St Joseph Bread of Life Church - FP,01535,12/31/2024,2,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table6
Community Pantry Project - FP,01583,12/31/2024,84,VENANGO,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Community Pantry Project - FP,01583,12/31/2024,63,VENANGO,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Community Pantry Project - FP,01583,12/31/2024,28,VENANGO,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Community Pantry Project - FP,01583,12/31/2024,45,VENANGO,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Tidioute Fire Hall - SHFB MOBILE,10704,12/31/2024,37,WARREN,M. Total New Individuals,Produce Express,Table6
Tidioute Fire Hall - SHFB MOBILE,10704,12/31/2024,1,WARREN,A. Number of Distributions,Produce Express,Table6
Smethport- FP Christian Community Services,01684,12/31/2024,71,MCKEAN,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Smethport- FP Christian Community Services,01684,12/31/2024,43,MCKEAN,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Smethport- FP Christian Community Services,01684,12/31/2024,38,MCKEAN,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Smethport- FP Christian Community Services,01684,12/31/2024,40,MCKEAN,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Smethport- FP Christian Community Services,01684,12/31/2024,121,MCKEAN,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Smethport- FP Christian Community Services,01684,12/31/2024,72,MCKEAN,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Smethport- FP Christian Community Services,01684,12/31/2024,45,MCKEAN,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Smethport- FP Christian Community Services,01684,12/31/2024,40,MCKEAN,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Smethport- FP Christian Community Services,01684,12/31/2024,40,MCKEAN,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Smethport- FP Christian Community Services,01684,12/31/2024,125,MCKEAN,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Smethport- FP Christian Community Services,01684,12/31/2024,1,MCKEAN,L. Total New Households,Food Pantry/TEFAP,Table6
Smethport- FP Christian Community Services,01684,12/31/2024,4,MCKEAN,M. Total New Individuals,Food Pantry/TEFAP,Table6
Smethport- FP Christian Community Services,01684,12/31/2024,12,MCKEAN,A. Number of Distributions,Food Pantry/TEFAP,Table6
BP - Edison Elementary School - SHBP ,02024,12/31/2024,144,ERIE,D. Number of Unique Children (0 - 17 years),BackPacks,Table6
BP - Edison Elementary School - SHBP ,02024,12/31/2024,576,ERIE,I. Combined Total Children (0 - 17 years),BackPacks,Table6
St George Church - FP,01096,12/31/2024,60,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table6
St George Church - FP,01096,12/31/2024,69,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
St George Church - FP,01096,12/31/2024,63,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
St George Church - FP,01096,12/31/2024,36,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
St George Church - FP,01096,12/31/2024,168,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
St George Church - FP,01096,12/31/2024,116,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
St George Church - FP,01096,12/31/2024,134,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
St George Church - FP,01096,12/31/2024,126,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
St George Church - FP,01096,12/31/2024,70,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
St George Church - FP,01096,12/31/2024,330,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
St George Church - FP,01096,12/31/2024,3,ERIE,L. Total New Households,Food Pantry/TEFAP,Table6
St George Church - FP,01096,12/31/2024,7,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table6
St George Church - FP,01096,12/31/2024,2,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table6
Share-A-Care - FP,01659,12/31/2024,78,CLARION,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Share-A-Care - FP,01659,12/31/2024,110,CLARION,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Share-A-Care - FP,01659,12/31/2024,51,CLARION,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Share-A-Care - FP,01659,12/31/2024,24,CLARION,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Share-A-Care - FP,01659,12/31/2024,1,CLARION,A. Number of Distributions,Food Pantry/TEFAP,Table6
Knox Clarion County Food Distribution,01688,12/31/2024,154,CLARION,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Knox Clarion County Food Distribution,01688,12/31/2024,178,CLARION,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
Knox Clarion County Food Distribution,01688,12/31/2024,75,CLARION,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table6
Knox Clarion County Food Distribution,01688,12/31/2024,120,CLARION,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table6
Knox Clarion County Food Distribution,01688,12/31/2024,373,CLARION,F. Number of Unique Individuals,Food Pantry/TEFAP,Table6
Knox Clarion County Food Distribution,01688,12/31/2024,154,CLARION,G. Combined Total Number of Households,Food Pantry/TEFAP,Table6
Knox Clarion County Food Distribution,01688,12/31/2024,178,CLARION,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table6
Knox Clarion County Food Distribution,01688,12/31/2024,75,CLARION,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table6
Knox Clarion County Food Distribution,01688,12/31/2024,120,CLARION,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table6
Knox Clarion County Food Distribution,01688,12/31/2024,373,CLARION,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table6
Knox Clarion County Food Distribution,01688,12/31/2024,154,CLARION,A. Number of Distributions,Food Pantry/TEFAP,Table6
First Lutheran Church  - FP,07008,12/31/2024,100,WARREN,B. Number of Unique Households,Produce Express,Table6
First Lutheran Church  - FP,07008,12/31/2024,111,WARREN,C. Number of Unique Adults (18 - 59 years) ,Produce Express,Table6
First Lutheran Church  - FP,07008,12/31/2024,57,WARREN,D. Number of Unique Children (0 - 17 years),Produce Express,Table6
First Lutheran Church  - FP,07008,12/31/2024,49,WARREN,E. Number of Unique Seniors (60+ years),Produce Express,Table6
First Lutheran Church  - FP,07008,12/31/2024,217,WARREN,F. Number of Unique Individuals,Produce Express,Table6
First Lutheran Church  - FP,07008,12/31/2024,100,WARREN,G. Combined Total Number of Households,Produce Express,Table6
First Lutheran Church  - FP,07008,12/31/2024,111,WARREN,H. Combined Total Adults (18 - 59 years),Produce Express,Table6
First Lutheran Church  - FP,07008,12/31/2024,57,WARREN,I. Combined Total Children (0 - 17 years),Produce Express,Table6
First Lutheran Church  - FP,07008,12/31/2024,49,WARREN,J. Combined Total Seniors (60+ years),Produce Express,Table6
First Lutheran Church  - FP,07008,12/31/2024,216,WARREN,K. Combined Total Number of Individuals,Produce Express,Table6
First Lutheran Church  - FP,07008,12/31/2024,4,WARREN,L. Total New Households,Produce Express,Table6
First Lutheran Church  - FP,07008,12/31/2024,8,WARREN,M. Total New Individuals,Produce Express,Table6
First Lutheran Church  - FP,07008,12/31/2024,1,WARREN,A. Number of Distributions,Produce Express,Table6
Northwestern - FP,01082,12/31/2024,268,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table6
Northwestern - FP,01082,12/31/2024,484,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table6
