ZCTA5CE20,zcta,year,area_name,county_name,median_household_income,total_population,median_age,state,poverty_rate,bachelors_rate,rent_burden_rate,no_vehicle_rate,pct_white_non_hispanic,pct_black,pct_hispanic,pct_asian,pct_other,unemployment_rate,homeownership_rate,snap_participation_rate
15778,15778,2022,Timblin,Jefferson,101250.0,342,43.6,PA,3.2,2.0,0.0,10.7,91.2,0.0,8.8,0.0,-0.0,0.9,98.2,12.5
15780,15780,2022,Valier,Jefferson,65417.0,62,55.7,PA,9.7,6.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,90.3,0.0
15781,15781,2022,Walston,Jefferson,41563.0,76,60.5,PA,0.0,12.9,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,91.9,8.1
15784,15784,2022,Worthville,Jefferson,73125.0,59,56.9,PA,1.7,9.4,33.3,0.0,98.3,0.0,1.7,0.0,0.0,0.0,90.3,6.5
15801,15801,2022,Du Bois,Clearfield,61757.0,20312,44.4,PA,9.8,19.9,20.9,8.9,95.0,0.4,3.3,0.6,0.7,3.9,72.5,17.5
15821,15821,2022,Benezett,Elk,46250.0,73,58.2,PA,2.7,8.2,0.0,0.0,91.8,0.0,0.0,0.0,8.2,10.8,88.0,0.0
15823,15823,2022,Brockport,Clearfield,60491.0,1230,50.4,PA,8.4,8.9,18.6,4.9,98.7,0.1,0.0,0.0,1.2,3.8,84.8,7.6
15824,15824,2022,Brockway,Clearfield,59459.0,5146,43.4,PA,12.7,9.6,4.6,6.0,96.2,0.5,0.3,0.0,3.0,4.8,76.1,12.6
15825,15825,2022,Brookville,Jefferson,60924.0,9565,42.7,PA,11.7,11.8,16.3,5.9,95.2,0.5,2.2,0.0,2.1,5.3,72.5,13.5
15827,15827,2022,Byrnedale,Elk,76797.0,305,53.1,PA,0.0,12.2,,8.0,100.0,0.0,0.0,0.0,0.0,3.5,100.0,2.7
15828,15828,2022,Clarington,Jefferson,45000.0,233,62.1,PA,8.2,8.4,0.0,6.6,84.5,0.0,12.4,0.0,3.1,2.4,90.2,5.7
15829,15829,2022,Corsica,Jefferson,67917.0,1209,44.6,PA,9.1,15.5,14.3,2.9,96.3,0.2,0.3,0.0,3.2,4.2,83.9,18.2
15831,15831,2022,Dagus Mines,Elk,,43,50.7,PA,0.0,0.0,0.0,0.0,90.7,0.0,0.0,0.0,9.3,0.0,25.0,0.0
15832,15832,2022,Driftwood,Clearfield,37857.0,238,63.2,PA,11.3,7.4,0.0,3.0,95.0,0.0,0.4,0.0,4.6,23.8,81.8,19.7
15834,15834,2022,Emporium,Elk,46209.0,4166,50.7,PA,15.3,8.1,17.6,10.9,93.4,0.0,2.2,0.1,4.3,6.6,70.1,25.3
15840,15840,2022,Falls Creek,Clearfield,54474.0,1744,48.5,PA,11.8,14.5,17.3,4.0,96.7,1.0,0.0,0.5,1.8,6.3,73.1,16.4
15841,15841,2022,Force,Elk,24901.0,243,40.9,PA,1.3,0.0,0.0,20.2,100.0,0.0,0.0,0.0,0.0,0.0,86.9,11.1
15845,15845,2022,Johnsonburg,Elk,56613.0,2920,46.1,PA,10.0,11.7,6.1,5.2,97.8,0.0,1.7,0.0,0.5,6.2,78.3,13.5
15846,15846,2022,Kersey,Clearfield,78458.0,3323,47.4,PA,2.4,9.8,0.0,1.5,96.9,1.3,0.0,1.8,-0.0,4.2,82.8,7.9
15847,15847,2022,Knox Dale,Jefferson,75833.0,94,28.3,PA,7.4,0.0,57.1,0.0,100.0,0.0,0.0,0.0,0.0,5.4,75.0,25.0
15848,15848,2022,Luthersburg,Clearfield,57841.0,885,43.4,PA,4.9,14.2,0.0,8.7,97.3,0.0,0.3,2.1,0.3,6.8,88.1,15.9
15849,15849,2022,Penfield,Clearfield,55703.0,1370,47.9,PA,15.6,4.7,24.3,4.5,95.6,0.1,0.0,1.0,3.3,2.3,80.8,21.0
15851,15851,2022,Reynoldsville,Clearfield,58613.0,7112,41.5,PA,15.9,8.7,18.6,8.8,96.4,0.1,0.6,0.4,2.5,6.9,76.3,16.1
15853,15853,2022,Ridgway,Jefferson,58580.0,6411,44.3,PA,10.9,14.4,25.2,8.8,96.8,0.1,0.5,0.0,2.6,5.0,75.6,19.6
15856,15856,2022,Rockton,Clearfield,56417.0,853,55.0,PA,9.0,11.5,10.8,4.1,96.8,0.0,2.0,0.2,1.0,0.7,90.6,10.6
15857,15857,2022,Saint Marys,Elk,62036.0,12958,50.2,PA,8.8,13.9,19.0,8.0,93.8,1.3,1.3,0.4,3.2,8.9,76.5,15.5
15860,15860,2022,Sigel,Jefferson,62661.0,1212,52.0,PA,10.9,7.6,2.3,6.6,99.2,0.0,0.2,0.2,0.4,6.0,84.1,10.3
15861,15861,2022,Sinnamahoning,Clearfield,74286.0,119,66.3,PA,7.6,15.6,0.0,3.3,98.3,0.0,0.0,0.0,1.7,6.4,88.3,13.3
15863,15863,2022,Stump Creek,Jefferson,33438.0,143,43.8,PA,19.9,3.7,,4.5,90.9,0.0,3.5,0.0,5.6,5.2,100.0,37.3
15864,15864,2022,Summerville,Jefferson,60577.0,1882,44.6,PA,9.9,12.3,5.5,3.3,98.0,0.0,1.5,0.0,0.5,4.2,77.1,10.3
15865,15865,2022,Sykesville,Clearfield,40938.0,988,49.0,PA,16.2,11.9,4.5,11.7,95.6,3.3,1.0,0.0,0.1,5.3,65.7,20.9
15866,15866,2022,Troutville,Clearfield,75417.0,218,25.0,PA,2.8,7.3,0.0,18.2,93.6,0.0,0.0,0.0,6.4,0.0,87.3,5.5
15868,15868,2022,Weedville,Clearfield,61563.0,1788,45.6,PA,15.4,13.2,9.2,1.1,96.5,0.0,0.0,0.0,3.5,5.3,89.2,20.7
15870,15870,2022,Wilcox,Elk,52813.0,1228,48.4,PA,13.7,10.7,0.0,2.6,96.2,0.0,0.2,0.5,3.1,3.5,92.5,9.4
16020,16020,2022,Boyers,Venango,82813.0,1190,44.5,PA,5.0,12.4,0.0,2.9,98.2,0.2,0.3,0.4,0.9,7.6,89.7,9.6
16028,16028,2022,East Brady,Clarion,59261.0,2061,43.2,PA,8.1,13.7,8.1,5.8,91.7,0.4,1.4,0.6,5.9,4.0,72.2,21.2
16036,16036,2022,Foxburg,Clarion,56607.0,314,48.0,PA,8.3,25.3,10.0,0.8,95.5,0.0,1.3,0.0,3.2,15.3,68.3,20.6
16038,16038,2022,Harrisville,Venango,70625.0,3214,47.2,PA,7.2,10.8,9.6,6.3,97.0,0.4,0.2,0.2,2.2,5.8,79.1,6.5
16041,16041,2022,Karns City,Clarion,68636.0,2105,47.1,PA,10.7,11.6,31.6,3.0,97.4,0.1,0.0,0.0,2.5,4.0,85.8,16.8
16049,16049,2022,Parker,Clarion,59476.0,3011,47.7,PA,13.5,7.3,17.8,5.5,95.6,0.6,0.8,0.0,3.0,7.3,80.9,20.5
16054,16054,2022,Saint Petersburg,Clarion,58750.0,381,55.9,PA,5.2,9.0,13.8,3.8,97.9,0.0,0.5,0.0,1.6,8.3,84.2,5.5
16110,16110,2022,Adamsville,Crawford,75179.0,397,49.2,PA,3.3,5.4,0.0,14.4,100.0,0.0,0.0,0.0,0.0,0.0,96.7,7.8
16111,16111,2022,Atlantic,Crawford,57039.0,1147,34.6,PA,15.5,3.4,0.0,26.2,96.5,0.5,0.0,0.3,2.7,2.3,87.7,4.5
16125,16125,2022,Greenville,Crawford,54596.0,17610,45.3,PA,11.7,13.4,16.4,8.8,94.3,0.5,0.8,0.5,3.9,6.7,68.6,20.4
16127,16127,2022,Grove City,Venango,70475.0,15350,35.3,PA,9.9,20.9,16.1,6.2,91.5,2.2,2.2,0.8,3.3,4.0,72.4,13.5
16130,16130,2022,Hadley,Crawford,54737.0,1982,44.2,PA,14.7,11.9,6.4,7.2,97.0,0.0,1.3,0.2,1.5,3.6,82.4,5.7
16131,16131,2022,Hartstown,Crawford,55536.0,861,47.4,PA,12.8,10.4,29.5,7.3,97.1,0.0,1.9,0.0,1.0,6.4,79.5,14.4
16134,16134,2022,Jamestown,Crawford,55964.0,3890,51.6,PA,13.2,8.2,12.0,6.2,97.0,0.1,1.0,0.2,1.7,5.8,85.2,17.8
16145,16145,2022,Sandy Lake,Venango,59866.0,2693,45.5,PA,9.8,20.3,8.2,1.9,93.3,0.1,1.4,0.0,5.2,4.7,83.5,11.4
16153,16153,2022,Stoneboro,Venango,64103.0,2266,40.7,PA,14.0,17.1,14.5,5.6,96.5,0.0,1.2,0.4,1.9,1.9,81.4,15.4
16213,16213,2022,Callensburg,Clarion,51563.0,149,43.3,PA,13.4,9.6,0.0,7.5,99.3,0.0,0.0,0.0,0.7,2.9,76.1,4.5
16214,16214,2022,Clarion,Clarion,55859.0,8960,29.0,PA,20.5,23.5,32.4,7.1,89.5,5.6,3.0,0.8,1.1,8.8,49.4,19.9
16217,16217,2022,Cooksburg,Jefferson,52188.0,92,65.3,PA,0.0,14.1,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,89.6,6.2
16218,16218,2022,Cowansville,Clarion,63056.0,1189,40.7,PA,11.2,13.7,26.4,2.3,91.3,5.8,0.8,0.0,2.1,5.4,87.8,15.9
16220,16220,2022,Crown,Clarion,53672.0,95,50.6,PA,14.7,0.0,,32.6,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
16222,16222,2022,Dayton,Jefferson,57774.0,3076,37.4,PA,10.4,11.7,13.9,13.2,98.6,0.0,0.0,0.5,0.9,8.1,89.9,13.1
16224,16224,2022,Fairmount City,Clarion,73750.0,836,50.8,PA,6.2,11.6,3.6,4.6,98.7,0.0,0.0,0.0,1.3,3.0,83.9,7.5
16230,16230,2022,Hawthorn,Clarion,43929.0,480,45.1,PA,8.3,9.0,36.2,6.1,98.8,0.8,0.2,0.0,0.2,9.1,76.0,18.4
16232,16232,2022,Knox,Clarion,54760.0,4287,41.8,PA,13.5,13.1,14.4,7.1,96.4,0.0,0.4,0.6,2.6,6.4,75.4,20.0
16233,16233,2022,Leeper,Jefferson,85938.0,1094,48.3,PA,9.0,12.9,0.0,1.8,98.9,0.0,0.7,0.0,0.4,1.6,88.8,7.6
16235,16235,2022,Lucinda,Clarion,77500.0,1365,43.2,PA,4.8,20.7,4.2,0.7,91.0,0.0,0.7,0.0,8.3,2.0,91.8,3.4
16239,16239,2022,Marienville,Elk,44865.0,4059,40.3,PA,15.7,8.1,14.9,7.4,58.8,24.2,6.7,2.9,7.4,5.2,77.8,18.3
16240,16240,2022,Mayport,Jefferson,59219.0,1604,44.1,PA,12.3,7.2,16.5,5.0,99.8,0.1,0.0,0.2,0.0,2.3,81.1,17.0
16242,16242,2022,New Bethlehem,Clarion,53523.0,4258,44.9,PA,15.8,9.1,12.4,9.0,97.7,0.4,0.4,0.5,1.0,4.0,73.5,14.1
16245,16245,2022,Oak Ridge,Clarion,46406.0,253,53.8,PA,8.3,11.8,27.8,14.0,97.6,0.0,0.0,1.6,0.8,10.1,72.1,27.1
16248,16248,2022,Rimersburg,Clarion,56477.0,3126,49.3,PA,15.4,9.4,25.0,6.8,94.0,1.1,1.0,1.2,2.7,2.8,71.9,19.2
16254,16254,2022,Shippenville,Clarion,58456.0,3551,43.8,PA,9.8,14.1,6.6,4.4,96.3,0.8,0.4,0.3,2.2,5.9,81.0,13.4
16255,16255,2022,Sligo,Clarion,57679.0,1852,44.0,PA,13.3,9.5,26.5,11.7,95.7,0.1,0.3,0.0,3.9,5.2,74.3,16.5
16256,16256,2022,Smicksburg,Jefferson,56346.0,2030,19.3,PA,23.2,8.6,0.0,47.1,99.0,0.0,0.6,0.0,0.4,3.3,92.3,9.4
16258,16258,2022,Strattanville,Jefferson,48295.0,1600,43.9,PA,12.9,12.8,12.1,11.6,95.1,0.1,0.0,0.0,4.8,1.7,68.8,21.0
16259,16259,2022,Templeton,Clarion,53500.0,2068,46.4,PA,8.7,5.2,10.3,4.2,97.6,0.0,1.7,0.0,0.7,7.2,82.5,16.7
16260,16260,2022,Vowinckel,Clarion,44750.0,228,57.5,PA,4.4,12.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.5,92.8,7.2
16301,16301,2022,Oil City,Venango,54558.0,15178,45.6,PA,15.4,12.9,20.3,9.9,94.0,0.8,1.2,0.3,3.7,7.5,71.0,26.1
16311,16311,2022,Carlton,Venango,72625.0,438,52.3,PA,5.3,7.0,0.0,6.2,97.3,0.0,1.6,0.0,1.1,0.0,90.9,9.1
16312,16312,2022,Chandlers Valley,Warren,,0,,PA,,,,,,,,,,,,
16313,16313,2022,Clarendon,McKean,52596.0,1805,51.5,PA,19.5,7.0,9.2,3.6,97.6,0.0,1.2,0.3,0.9,5.8,83.2,17.0
16314,16314,2022,Cochranton,Venango,64654.0,5301,44.6,PA,7.7,11.6,6.0,3.6,95.0,0.2,0.6,0.3,3.9,6.7,86.7,11.4
16316,16316,2022,Conneaut Lake,Crawford,64911.0,4607,49.5,PA,10.1,14.3,18.0,4.5,96.0,0.0,2.3,0.2,1.5,3.5,81.1,11.8
16317,16317,2022,Cooperstown,Venango,55417.0,1404,47.7,PA,11.9,6.8,40.4,2.3,97.2,0.0,0.8,0.0,2.0,14.8,81.0,14.6
16319,16319,2022,Cranberry,Clarion,62026.0,1137,56.5,PA,8.3,9.6,0.0,0.4,94.0,0.0,5.9,0.0,0.1,0.0,94.9,14.6
16321,16321,2022,East Hickory,Forest,,13,62.1,PA,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,91.7,0.0
16322,16322,2022,Endeavor,Forest,27813.0,117,50.7,PA,45.3,0.0,,8.5,100.0,0.0,0.0,0.0,0.0,13.0,100.0,8.5
16323,16323,2022,Franklin,Venango,59274.0,14934,47.4,PA,12.3,13.4,16.8,7.4,93.2,2.5,1.0,0.3,3.0,6.3,70.6,18.1
16326,16326,2022,Fryburg,Clarion,82292.0,322,48.3,PA,5.0,19.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,81.5,0.0
16327,16327,2022,Guys Mills,Venango,63654.0,2590,42.4,PA,7.7,13.5,9.6,3.4,94.2,0.8,1.7,0.0,3.3,2.6,88.3,10.3
16328,16328,2022,Hydetown,Crawford,46500.0,249,48.9,PA,11.1,6.1,17.6,16.3,100.0,0.0,0.0,0.0,0.0,19.6,83.7,22.1
16329,16329,2022,Irvine,Warren,67019.0,428,48.3,PA,1.4,3.4,0.0,10.1,99.1,0.0,0.0,0.0,0.9,5.9,84.6,9.5
16331,16331,2022,Kossuth,Clarion,,143,57.2,PA,11.9,22.4,0.0,5.8,100.0,0.0,0.0,0.0,0.0,0.0,76.9,19.2
16332,16332,2022,Lickingville,Clarion,,51,55.4,PA,9.8,4.4,100.0,18.5,100.0,0.0,0.0,0.0,0.0,0.0,81.5,14.8
16333,16333,2022,Ludlow,McKean,42500.0,212,54.5,PA,3.8,2.4,,6.9,96.2,0.0,1.4,0.0,2.4,26.8,100.0,14.7
16334,16334,2022,Marble,Clarion,67361.0,419,48.7,PA,11.7,14.2,3.6,4.9,100.0,0.0,0.0,0.0,0.0,1.5,72.7,6.3
16335,16335,2022,Meadville,Crawford,59007.0,27497,42.9,PA,11.5,16.2,17.3,11.1,91.2,2.8,1.5,1.0,3.5,5.1,60.5,20.3
16340,16340,2022,Pittsfield,Warren,59563.0,1940,46.1,PA,12.3,12.6,0.0,4.3,93.1,0.0,1.8,2.2,2.9,4.0,90.2,13.3
16341,16341,2022,Pleasantville,Venango,56667.0,1862,50.6,PA,13.1,16.0,7.9,1.6,85.8,0.0,5.6,1.5,7.1,4.9,91.8,10.8
16342,16342,2022,Polk,Venango,67946.0,2359,54.3,PA,17.8,11.9,22.7,4.2,94.1,0.8,1.1,0.5,3.5,4.1,88.7,16.5
16343,16343,2022,Reno,Venango,69375.0,550,38.6,PA,22.2,29.6,0.0,0.0,100.0,0.0,0.0,0.0,0.0,13.5,88.0,24.4
16344,16344,2022,Rouseville,Venango,52917.0,521,32.0,PA,22.1,6.0,18.0,3.6,97.9,0.0,0.4,0.0,1.7,12.9,53.6,36.5
16345,16345,2022,Russell,Warren,89141.0,3670,50.1,PA,5.1,17.6,9.2,3.1,95.3,0.3,1.6,1.2,1.6,7.4,91.1,6.3
16346,16346,2022,Seneca,Venango,61161.0,3138,47.0,PA,16.1,16.0,28.4,9.3,93.9,0.3,1.4,1.8,2.6,8.8,65.7,23.8
16347,16347,2022,Sheffield,Elk,53243.0,1535,43.3,PA,12.5,12.4,21.1,5.6,96.3,1.6,0.0,0.0,2.1,3.0,79.6,18.4
16350,16350,2022,Sugar Grove,Warren,61196.0,2332,41.9,PA,19.8,7.3,8.4,9.0,95.2,0.2,1.5,0.0,3.1,1.8,84.4,8.7
16351,16351,2022,Tidioute,Forest,46563.0,1760,51.1,PA,15.1,7.5,7.1,9.2,87.8,0.2,7.5,0.6,3.9,4.9,77.5,27.0
16352,16352,2022,Tiona,Warren,49375.0,226,41.7,PA,13.3,6.8,0.0,0.0,98.7,0.0,0.0,0.0,1.3,0.0,70.4,25.5
16353,16353,2022,Tionesta,Clarion,50172.0,2321,57.2,PA,16.6,8.4,9.0,6.9,96.2,0.0,2.5,0.5,0.8,3.6,83.4,17.6
16354,16354,2022,Titusville,Venango,43026.0,10225,46.4,PA,19.4,8.5,17.8,13.5,95.4,1.2,0.8,0.8,1.8,8.2,70.0,24.5
16360,16360,2022,Townville,Crawford,70179.0,1385,43.2,PA,19.4,15.6,12.6,2.6,96.5,1.6,1.2,0.0,0.7,5.5,80.8,17.3
16361,16361,2022,Tylersburg,Clarion,74219.0,30,63.8,PA,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,73.9,26.1
16362,16362,2022,Utica,Venango,64063.0,951,55.1,PA,12.6,16.0,0.0,5.5,98.0,0.3,1.4,0.0,0.3,4.3,89.1,10.0
16364,16364,2022,Venus,Clarion,74911.0,1343,48.9,PA,9.2,10.5,0.0,6.1,98.7,0.0,0.0,0.1,1.2,1.3,86.2,8.3
16365,16365,2022,Warren,McKean,55831.0,17377,47.4,PA,11.8,14.4,13.7,7.3,95.2,1.2,0.8,0.3,2.5,3.2,70.6,13.0
16370,16370,2022,West Hickory,Forest,53125.0,330,44.4,PA,20.9,7.6,,1.2,67.0,33.0,0.0,0.0,0.0,0.0,100.0,10.7
16371,16371,2022,Youngsville,Warren,53022.0,3129,45.6,PA,12.6,11.9,20.3,12.5,91.5,0.2,1.6,0.2,6.5,5.7,73.8,13.3
16372,16372,2022,Clintonville,Venango,42250.0,504,43.3,PA,11.5,6.7,6.2,7.4,92.1,0.0,0.0,3.0,4.9,11.6,65.4,15.6
16373,16373,2022,Emlenton,Clarion,66458.0,3050,45.1,PA,11.3,12.3,17.6,9.1,95.9,1.0,0.8,0.6,1.7,2.7,83.6,13.5
16374,16374,2022,Kennerdell,Venango,53696.0,1725,56.3,PA,8.0,10.4,5.0,6.9,98.6,0.0,0.2,0.0,1.2,1.4,85.1,12.8
16401,16401,2022,Albion,Crawford,68056.0,4103,47.3,PA,11.2,11.7,21.2,7.7,95.5,1.0,1.0,0.3,2.2,5.8,82.0,15.6
16402,16402,2022,Bear Lake,Warren,70500.0,703,48.7,PA,9.7,8.3,29.4,8.3,93.6,0.0,3.4,0.0,3.0,8.2,93.8,12.7
16403,16403,2022,Cambridge Springs,Crawford,67847.0,6980,40.2,PA,10.3,13.7,8.0,7.3,93.2,2.3,2.6,0.4,1.5,4.0,83.2,18.1
16404,16404,2022,Centerville,Crawford,58942.0,3285,44.2,PA,20.0,8.9,19.4,8.1,91.6,0.8,0.8,0.3,6.5,8.4,82.7,18.2
16405,16405,2022,Columbus,Warren,79375.0,555,47.6,PA,6.7,6.2,0.0,0.0,93.5,0.0,0.0,0.0,6.5,4.3,94.8,8.1
16406,16406,2022,Conneautville,Crawford,63880.0,3479,42.6,PA,12.2,8.5,27.6,7.3,95.8,1.0,2.2,0.0,1.0,6.1,81.5,15.8
16407,16407,2022,Corry,Crawford,51098.0,10656,43.9,PA,17.9,15.0,25.2,10.6,91.9,0.2,2.9,0.5,4.5,7.6,74.9,18.8
16410,16410,2022,Cranesville,Erie,94917.0,1995,43.3,PA,7.6,20.0,6.7,0.8,93.5,1.6,2.8,0.2,1.9,3.0,91.0,6.3
16411,16411,2022,East Springfield,Erie,63664.0,1260,45.4,PA,9.9,9.7,0.0,3.7,96.6,0.0,0.5,0.0,2.9,9.8,75.5,15.0
16412,16412,2022,Edinboro,Crawford,65605.0,9504,39.0,PA,16.1,29.8,37.7,5.4,95.0,0.7,2.6,0.0,1.7,4.9,68.4,12.8
16415,16415,2022,Fairview,Erie,100867.0,10051,43.2,PA,3.5,26.3,39.7,4.1,91.4,0.6,3.4,1.6,3.0,5.1,91.7,9.5
16416,16416,2022,Garland,Warren,,136,65.3,PA,19.1,0.0,,0.0,86.8,0.0,0.0,0.0,13.2,0.0,100.0,22.7
16417,16417,2022,Girard,Erie,78021.0,8378,46.3,PA,8.1,21.7,17.1,3.8,92.6,0.0,5.3,0.5,1.6,3.5,74.3,13.4
16420,16420,2022,Grand Valley,Venango,52188.0,447,53.6,PA,7.6,7.8,0.0,2.5,98.9,0.0,0.0,0.0,1.1,3.5,89.3,10.7
16421,16421,2022,Lake City,Erie,72926.0,2431,49.5,PA,14.2,15.7,0.0,0.9,96.6,0.1,0.4,0.1,2.8,2.2,62.1,5.0
16422,16422,2022,Harmonsburg,Crawford,77917.0,183,46.2,PA,17.5,47.3,,0.0,87.4,0.0,0.0,6.6,6.0,12.3,100.0,8.3
16423,16423,2022,Lowville/Wattsburg,Erie,70529.0,3783,44.8,PA,9.5,11.4,15.1,5.3,90.1,0.7,4.6,0.4,4.2,3.9,90.0,14.5
16424,16424,2022,Linesville,Crawford,51800.0,4367,50.8,PA,11.7,10.4,18.7,6.0,95.6,0.0,2.1,0.0,2.3,4.7,81.7,14.9
16426,16426,2022,McKean,Erie,77076.0,3401,47.0,PA,12.2,14.3,4.5,5.0,95.2,0.1,0.0,0.0,4.7,7.7,81.2,13.6
16427,16427,2022,Mill Village,Erie,53500.0,201,46.3,PA,12.4,4.8,8.7,2.4,96.5,0.0,1.0,0.0,2.5,7.9,72.6,26.2
16428,16428,2022,North East,Erie,68591.0,12574,40.4,PA,10.1,15.2,10.1,7.9,91.8,0.8,3.3,0.5,3.6,5.4,74.8,16.7
16430,16430,2022,Platea,Erie,103000.0,174,57.0,PA,8.6,16.9,0.0,0.0,97.1,0.0,0.0,0.0,2.9,0.0,85.7,0.0
16433,16433,2022,Saegertown,Crawford,66111.0,4993,44.6,PA,7.4,15.6,1.8,6.7,94.5,0.7,1.2,0.6,3.0,3.3,84.5,13.0
16434,16434,2022,Spartansburg,Crawford,53897.0,3161,26.7,PA,24.9,7.4,12.9,28.7,98.0,0.7,0.5,0.1,0.7,7.8,84.3,8.9
16435,16435,2022,Springboro,Crawford,53859.0,1640,48.3,PA,15.5,8.4,19.6,7.2,95.7,0.6,1.0,0.3,2.4,6.9,78.9,21.1
16436,16436,2022,Spring Creek,Warren,44948.0,801,50.5,PA,15.0,13.1,0.0,3.9,96.6,0.2,2.2,0.0,1.0,11.9,81.3,16.7
16438,16438,2022,Union City,Crawford,58679.0,7260,47.5,PA,13.7,11.4,13.2,8.4,93.0,0.0,3.5,0.6,2.9,9.1,75.6,20.8
16440,16440,2022,Venango,Crawford,69219.0,780,47.8,PA,5.4,19.4,3.3,3.6,91.2,1.2,0.3,0.3,7.0,5.5,81.8,5.2
16441,16441,2022,Waterford,Crawford,75453.0,9255,47.1,PA,6.2,12.3,26.5,3.9,93.8,0.2,4.2,0.2,1.6,5.5,85.3,9.3
16442,16442,2022,Wattsburg,Erie,71250.0,3253,37.6,PA,8.1,17.7,10.2,1.5,97.6,0.4,0.3,0.2,1.5,6.1,87.2,15.4
16443,16443,2022,West Springfield,Erie,65536.0,1226,42.9,PA,24.7,8.3,100.0,4.2,91.7,1.3,0.9,0.0,6.1,3.0,93.2,13.6
16444,16444,2022,Edinboro,Erie,,1002,19.8,PA,,0.0,,,83.6,5.9,5.3,4.8,0.4,11.1,,
16475,16475,2022,Albion,Erie,,2154,41.6,PA,,2.3,,,48.3,46.8,4.4,0.0,0.5,,,
16501,16501,2022,Erie Downtown,Erie,14319.0,1670,53.7,PA,61.6,19.3,22.8,67.0,73.0,14.4,5.8,4.8,2.0,23.1,3.7,71.3
16502,16502,2022,Erie West,Erie,35508.0,15567,32.8,PA,29.6,13.5,28.6,25.0,64.0,12.9,11.8,1.8,9.5,8.7,33.6,33.2
16503,16503,2022,Erie East,Erie,29240.0,16065,31.0,PA,36.6,8.3,32.8,28.7,43.6,35.9,12.9,2.6,5.0,10.3,39.5,54.2
16504,16504,2022,Erie South East,Erie,47146.0,16003,37.4,PA,20.4,17.3,27.0,9.1,75.1,11.7,4.5,2.5,6.2,8.5,69.7,22.2
16505,16505,2022,Erie Frontier/West,Erie,69884.0,16136,49.1,PA,9.8,26.5,30.3,6.4,93.0,0.8,2.4,1.6,2.2,5.8,76.7,10.1
16506,16506,2022,Erie Millcreek/West,Erie,83782.0,24201,44.4,PA,6.6,22.7,28.1,6.4,89.6,1.4,1.2,4.6,3.2,2.4,71.8,8.1
16507,16507,2022,Erie Downtown,Erie,34016.0,8996,30.3,PA,30.4,13.5,34.7,17.5,67.1,13.8,5.6,3.0,10.5,3.2,34.7,31.5
16508,16508,2022,Erie South Central,Erie,53197.0,14801,38.0,PA,11.6,18.9,23.6,7.2,84.4,5.4,2.8,1.0,6.4,6.0,66.2,18.3
16509,16509,2022,Erie Millcreek/South,Erie,69496.0,28151,41.9,PA,11.9,23.2,19.4,7.2,87.0,3.9,3.9,1.1,4.1,2.9,69.4,13.2
16510,16510,2022,Erie Harborcreek,Erie,59949.0,25271,39.8,PA,16.0,16.1,18.2,7.9,78.6,7.9,6.2,4.1,3.2,5.3,78.5,17.3
16511,16511,2022,Erie Lawrence Park,Erie,62420.0,11555,36.6,PA,17.7,19.7,25.8,10.3,80.0,8.2,7.6,1.7,2.5,2.0,66.1,19.8
16546,16546,2022,Erie,Erie,,1120,19.6,PA,,,,,90.2,5.5,2.1,1.5,0.7,11.1,,
16550,16550,2022,Erie,Erie,,0,,PA,,,,,,,,,,,,
16563,16563,2022,Erie Penn State Behrend,Erie,,1543,19.6,PA,,0.0,,,78.0,7.2,1.2,11.1,2.5,14.7,,
16616,16616,2022,Beccaria,Clearfield,33281.0,134,54.7,PA,26.9,2.0,100.0,7.8,100.0,0.0,0.0,0.0,0.0,15.0,84.3,47.1
16620,16620,2022,Brisbin,Clearfield,55833.0,387,50.9,PA,20.2,19.7,32.3,4.6,89.9,3.9,3.6,0.0,2.6,6.0,79.6,9.2
16627,16627,2022,Coalport,Clearfield,49071.0,2053,47.0,PA,15.3,9.4,22.2,4.4,91.5,1.0,0.7,0.0,6.8,12.3,88.0,17.0
16639,16639,2022,Fallentimber,Clearfield,70467.0,1430,49.1,PA,10.3,10.4,12.1,1.3,97.2,0.0,0.5,0.0,2.3,5.0,94.4,12.1
16640,16640,2022,Flinton,Clearfield,52361.0,889,46.8,PA,23.3,8.9,11.8,3.3,98.2,0.2,0.6,0.2,0.8,5.1,94.9,15.8
16645,16645,2022,Glen Hope,Clearfield,60833.0,190,51.6,PA,2.1,6.5,0.0,2.4,98.9,0.0,1.1,0.0,-0.0,0.0,97.6,9.8
16646,16646,2022,Hastings,Clearfield,57356.0,2174,49.3,PA,6.3,8.2,16.1,6.0,98.0,0.0,0.2,0.0,1.8,3.5,87.1,17.2
16651,16651,2022,Houtzdale,Clearfield,62391.0,5865,43.8,PA,10.1,6.2,6.4,7.5,73.1,15.3,6.2,0.4,5.0,5.5,80.2,18.1
