ZCTA5CE20,count_grocery_supermarket,count_grocery_large,count_grocery_medium,count_grocery_small,count_grocery_combination,count_grocery_specialty,count_farmers_market,count_convenience,count_pharmacy,count_hospital,count_clinic,count_library,count_school,count_community_center,count_social_services,count_grocery_any,count_snap_retailers,count_total_civic,nearest_grocery_full_m,nearest_grocery_full_miles,nearest_pharmacy_m,nearest_pharmacy_miles,nearest_hospital_m,nearest_hospital_miles,nearest_clinic_m,nearest_clinic_miles,nearest_library_m,nearest_library_miles,nearest_community_center_m,nearest_community_center_miles,nearest_social_services_m,nearest_social_services_miles
16666,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,4,5,5,3004.713966870256,1.87,156370.17215935368,97.16,142516.94349917324,88.56,143548.09637552648,89.2,171602.72146000978,106.63,151537.88054359754,94.16,142879.61481468793,88.78
16836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17290.19431897478,10.74,140675.1009420183,87.41,130168.55035205455,80.88,131335.0186021059,81.61,156160.75904870342,97.03,138434.08206782886,86.02,130470.06517787052,81.07
15801,6,0,0,0,13,0,0,9,0,0,0,0,0,0,0,19,38,38,535.5146041015606,0.33,111569.47726088073,69.33,97695.63065118558,60.71,98744.90732508677,61.36,126748.06756910756,78.76,106664.00239106889,66.28,98052.37828959536,60.93
15856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8127.1818595113855,5.05,121186.86992049139,75.3,107657.12608716007,66.9,108717.46071560294,67.55,136434.08284609916,84.78,116574.87348602845,72.44,108009.65838187248,67.11
16847,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,911.2398703682617,0.57,156864.30940995782,97.47,145138.6432001218,90.19,146260.36323327318,90.88,172317.51332702936,107.07,153721.0438483644,95.52,145464.51550730428,90.39
15866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3722.983017866982,2.31,116334.24525557633,72.29,100753.11041548026,62.61,101704.26491783078,63.2,131145.47126175783,81.49,110015.48192561674,68.36,101139.79332361509,62.85
16729,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,2,5,5,1792.543549989397,1.11,101488.9125090582,63.06,106378.60844769177,66.1,101568.20659505195,63.11,105218.38478387089,65.38,101663.40079557091,63.17,106362.46248303266,66.09
16511,0,0,0,1,1,0,0,9,1,0,4,1,5,1,5,2,12,42,302.4548826696978,0.19,3979.7412804527507,2.47,7659.461248530855,4.76,1381.6000174916303,0.86,1764.7176745866795,1.1,3730.887338745877,2.32,342.9651812562895,0.21
16509,4,0,2,1,9,0,0,18,1,1,21,1,13,1,8,16,43,126,1006.9233040448922,0.63,4290.196068953112,2.67,4268.674789297506,2.65,2725.1414967877618,1.69,5110.279258667338,3.18,3912.700584881483,2.43,2997.5128603053604,1.86
16506,1,0,2,3,7,0,0,12,1,1,28,0,9,0,7,13,28,110,1380.7340206569586,0.86,468.05100453136356,0.29,1068.8579249158843,0.66,947.5401800444572,0.59,4218.324831357056,2.62,5987.925145233213,3.72,459.8233737727092,0.29
16401,0,1,1,1,2,0,0,1,0,0,1,1,1,1,1,5,6,16,3355.2910009750403,2.08,15096.30832075624,9.38,30121.677853911293,18.72,3705.941751946019,2.3,3770.815178548989,2.34,3404.7515308390007,2.12,3495.008206900007,2.17
16417,0,0,0,0,4,0,0,6,1,0,1,1,3,0,2,4,16,37,2675.598524937007,1.66,3288.2480781099566,2.04,17610.437390441904,10.94,3270.930300651041,2.03,4163.100517768187,2.59,9983.713756549983,6.2,3367.695497192183,2.09
16411,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1443.018963831223,0.9,11277.261180262949,7.01,27249.422061113437,16.93,11256.39863960772,6.99,10901.982169800507,6.77,12196.467124623503,7.58,11664.656458447547,7.25
16840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3279.090364574726,2.04,159374.93060515868,99.03,146673.91908694676,91.14,147756.80737917172,91.81,174756.3761643783,108.59,155472.32657333577,96.61,147017.20912910576,91.35
16860,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4280.978463688425,2.66,159881.22687368002,99.35,147560.21456858062,91.69,148658.49403361438,92.37,175296.45429072602,108.92,156278.4465454197,97.11,147896.93666084134,91.9
16837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4662.838895776775,2.9,140711.77558153376,87.43,126577.03539577962,78.65,127599.28328356697,79.29,155882.96918825092,96.86,135633.89845819873,84.28,126942.79301851853,78.88
15840,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,4,4,2761.4683821341937,1.72,102229.63324286927,63.52,88008.42454542451,54.69,89046.68727530046,55.33,117328.25265906852,72.9,97024.51412406437,60.29,88369.22706068051,54.91
16740,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,8104.375907623198,5.04,95719.95719793049,59.48,94342.01941875159,58.62,95622.45236360456,59.42,109135.46491256976,67.81,95880.4369708017,59.58,94451.47892443366,58.69
16731,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,4,5,5,584.0727022134706,0.36,110049.87889907112,68.38,114164.08104566217,70.94,110126.09645262054,68.43,114359.17015941786,71.06,110223.70241771732,68.49,114167.3169467856,70.94
16724,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,8027.100428508909,4.99,108159.11642001278,67.21,108085.5140058076,67.16,108213.26947449984,67.24,118878.64740143927,73.87,108324.44204801533,67.31,108174.05466796082,67.22
16353,1,1,1,0,2,0,0,5,0,0,0,0,0,0,0,5,10,10,5493.829317732441,3.41,44370.53601161668,27.57,28861.74167154622,17.93,29943.899021717683,18.61,58815.520713087324,36.55,37819.187733621075,23.5,29209.07839873572,18.15
16335,4,0,5,6,15,0,1,18,4,1,17,2,29,2,6,30,60,160,146.14848005971035,0.09,693.4044055701132,0.43,1340.461726987407,0.83,152.37045742710978,0.09,976.8017944672791,0.61,631.9240146106612,0.39,735.5225887393174,0.46
16362,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,6,8713.605692670091,5.41,11355.23257049214,7.06,26167.96219144414,16.26,24989.32975803124,15.53,26191.667523980268,16.27,25981.65268844432,16.14,14647.154769705438,9.1
16402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8723.574667627583,5.42,23155.246757439345,14.39,40291.61206406997,25.04,23275.77085938515,14.46,27280.589719463213,16.95,23312.00988008867,14.49,39918.27379352012,24.8
16214,2,0,0,2,8,0,0,16,0,0,0,0,0,0,0,12,31,31,705.3017852653664,0.44,68333.34683438315,42.46,54995.36750346893,34.17,55619.47127300679,34.56,82032.14422506824,50.97,64411.649586281295,40.02,55432.922923881546,34.44
16334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5255.685518823814,3.27,56519.8052544909,35.12,42002.431638685965,26.1,42594.17850925772,26.47,69744.63557242311,43.34,51388.88729140814,31.93,42442.40165845412,26.37
16125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11740.86877993774,7.3,29739.18557525156,18.48,32287.236459246848,20.06,25361.263589002807,15.76,31888.25079736344,19.81,30520.820814952207,18.96,31528.015519255838,19.59
16130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10778.23408402938,6.7,16469.045343558697,10.23,22845.696225494037,14.2,19121.27586724476,11.88,22528.803198553716,14.0,21329.493840125175,13.25,18855.108069105227,11.72
16661,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,1031.1454401284595,0.64,151337.47563114247,94.04,136314.26253344803,84.7,137283.81085222284,85.3,166337.06775306183,103.36,145525.80487561852,90.43,136695.75378675232,84.94
16213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,144.4888546039153,0.09,60827.960507447686,37.8,57339.80939135913,35.63,57568.26635278047,35.77,75545.74021579981,46.94,66016.17837827501,41.02,57780.54457932848,35.9
16881,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,5,5,3592.417515899845,2.23,145139.0541988283,90.19,132900.74527037854,82.58,134006.5171287077,83.27,160553.331496077,99.76,141583.2822153582,87.98,133234.21936070643,82.79
16830,5,1,1,0,8,0,1,15,0,0,0,0,0,0,0,15,36,36,5101.597454087712,3.17,133079.3376150947,82.69,120777.84034844523,75.05,121885.31702658503,75.74,148480.7725023048,92.26,129456.67960072952,80.44,121110.64148040718,75.25
16843,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,7,7,573.9145093373301,0.36,136702.74705422643,84.94,123303.86079764877,76.62,124363.42133695837,77.28,151985.80158504713,94.44,132218.04868907417,82.16,123656.5264569194,76.84
16838,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,3,6,6,3689.554170809726,2.29,127377.3181817602,79.15,112521.17952674035,69.92,113510.09916248308,70.53,142387.47910366522,88.48,121686.17044527776,75.61,112897.38464410162,70.15
16825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539.9069535130717,0.34,147812.94266194754,91.85,135131.89777349881,83.97,136218.9926119745,84.64,163189.5385101495,101.4,143913.3231588369,89.42,135473.5156202231,84.18
16839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4739.841916362351,2.95,160245.45737699774,99.57,148839.91194266346,92.49,149972.17625179281,93.19,175714.21178272186,109.18,157352.4200932333,97.77,149160.48132941886,92.68
16749,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,4,4,6116.969303278498,3.8,105498.83559420184,65.55,105633.91472975857,65.64,105553.84067136225,65.59,116102.69307652861,72.14,105664.59447632429,65.66,105717.1536239189,65.69
16745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2831.1101665005626,1.76,99981.19010776082,62.13,104060.469489378,64.66,100056.28273483047,62.17,105124.92665884394,65.32,100154.73323035431,62.23,104060.49882676841,64.66
16347,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,7,7,6678.779177749264,4.15,55395.23109624496,34.42,51240.49373656547,31.84,52523.32249871018,32.64,70673.07920968928,43.91,55537.046046234966,34.51,51369.7262052452,31.92
16341,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,4213.523540570132,2.62,31297.269096701697,19.45,13586.506887412474,8.44,14644.083351398858,9.1,44677.499746694164,27.76,22751.106286439368,14.14,13948.320124015045,8.67
16510,2,0,4,4,11,0,0,34,0,0,7,0,6,2,2,21,59,110,5043.060051470251,3.13,7926.129418644114,4.93,9124.749751982317,5.67,5325.55082868382,3.31,2474.4666553770544,1.54,2613.9652221993565,1.62,5386.873088312116,3.35
16504,0,0,2,7,10,0,0,15,1,1,8,0,6,0,3,19,38,76,132.59760586824217,0.08,171.35590905292392,0.11,1456.3096391201711,0.9,199.7336395751897,0.12,559.2829319268,0.35,2368.936325649386,1.47,1108.078733245552,0.69
16441,2,0,0,1,3,0,1,2,1,0,2,1,4,0,0,6,10,28,1876.2991328843416,1.17,1514.3775830460788,0.94,15800.862363159466,9.82,598.6419389729306,0.37,1437.4840851110064,0.89,12966.296304013053,8.06,9910.721958761394,6.16
16859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12710.51832966102,7.9,162728.14187509895,101.11,152208.22260451168,94.58,153368.80084119612,95.3,178214.5178285923,110.74,160510.1052713754,99.74,152513.1423899837,94.77
16443,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,6,1081.6478080186248,0.67,15021.24010909853,9.33,31311.67999694571,19.46,10992.27646046571,6.83,10946.173517660534,6.8,10676.58596837686,6.63,10825.215213474095,6.73
16423,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,3,9,245.7148042063056,0.15,3057.7483413430186,1.9,17235.730895020246,10.71,3061.9558148028605,1.9,2112.649904158561,1.31,14513.104028658141,9.02,3230.107950596778,2.01
16435,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,4,6,6,1958.6038485286454,1.22,20806.045062505025,12.93,27933.60198346455,17.36,8129.456913979358,5.05,8269.416951293158,5.14,8105.199989959117,5.04,8048.850801932061,5.0
16438,1,0,0,1,4,0,0,6,0,0,0,1,8,1,0,6,12,32,147.4382564121639,0.09,12696.131918117058,7.89,28682.237327113267,17.82,13639.036565785931,8.47,662.0874760017067,0.41,250.67326357834395,0.16,22801.975700838128,14.17
16505,5,0,0,0,12,0,0,15,1,2,15,1,7,0,5,17,36,89,1748.238205844404,1.09,2402.0059635974585,1.49,2002.6287224259497,1.24,1581.5222311477526,0.98,4400.368783746912,2.73,3974.295596223715,2.47,2082.0955764996074,1.29
16415,0,0,0,0,4,0,0,3,0,0,4,0,6,0,4,4,8,36,1776.6558120571058,1.1,7226.616762077473,4.49,8226.820446383685,5.11,1567.3911857366797,0.97,4059.7031873129536,2.52,11889.92410651185,7.39,2185.9069969956086,1.36
16640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7503.802701702429,4.66,154293.08618139938,95.87,138825.67498798764,86.26,139685.12801764646,86.8,168241.31822880724,104.54,148232.28112547402,92.11,139232.41485043522,86.52
16444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,949.5761684769022,0.59,927.2758117361686,0.58,22351.22507197681,13.89,865.9537459007449,0.54,42.797273548965904,0.03,532.2626743066126,0.33,2128.2498653758894,1.32
15853,1,0,1,1,3,0,0,7,0,0,0,0,0,0,0,6,13,13,5066.597084149709,3.15,88591.03483355418,55.05,78679.55524781955,48.89,79884.63353677525,49.64,104074.6555870271,64.67,86632.67366872572,53.83,78954.81914953014,49.06
15851,1,0,0,1,3,0,0,8,0,0,0,0,0,0,0,5,13,13,1340.225958096673,0.83,103639.44189093716,64.4,87867.21822220017,54.6,88814.67948031862,55.19,118370.91641690557,73.55,97141.1907314749,60.36,88255.01614773925,54.84
16020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8954.762129041703,5.56,47381.38683476396,29.44,60224.58088640342,37.42,59762.53912837789,37.13,61839.49412164381,38.43,61230.548906017444,38.05,51250.652197852774,31.85
15829,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2316.797724776166,1.44,81971.14367325694,50.93,65340.22734191134,40.6,66138.7124271442,41.1,95279.89382729917,59.2,74797.89637067846,46.48,65758.18680922735,40.86
16734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4473.6262983095385,2.78,73790.32641014099,45.85,69652.30861043646,43.28,70934.79589350855,44.08,88922.36968025984,55.25,73937.09104471248,45.94,69802.90512098004,43.37
15834,7,0,0,0,2,0,0,5,0,0,0,0,0,0,0,9,15,15,4242.200666975876,2.64,122364.06699695543,76.03,117683.73185614073,73.13,118958.04444908978,73.92,137361.19883224758,85.35,122513.78805578631,76.13,117869.49890479354,73.24
15772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5742.707948490291,3.57,120877.248915901,75.11,106731.37905389669,66.32,107515.38834197028,66.81,134913.75382997523,83.83,116193.07261130465,72.2,107150.99282483148,66.58
15770,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,3,3,969.1031560582106,0.6,95475.3327866777,59.33,83303.43952851031,51.76,83975.4891442463,52.18,109647.41448630318,68.13,92753.10647059615,57.63,83736.63623470337,52.03
15821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,14119.633857107989,8.77,121809.54056577444,75.69,113998.35534435113,70.84,115233.8878450353,71.6,137204.34709259676,85.26,121483.57901215686,75.49,114245.04774467657,70.99
15831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1456.5416236043297,0.91,104367.70324929438,64.85,95065.05510492035,59.07,96276.15348196545,59.82,119849.07595986956,74.47,102918.57857459289,63.95,95335.08899395207,59.24
16350,0,0,2,1,2,0,0,1,0,0,0,0,0,0,0,5,6,6,1149.8357375464836,0.71,33255.36041367838,20.66,46623.827193904,28.97,33362.035463060405,20.73,37567.936371698845,23.34,33426.89458226009,20.77,46380.28318165855,28.82
16340,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3004.840755838592,1.87,22594.23602238006,14.04,28488.3540934426,17.7,22642.474124269364,14.07,37269.68084157359,23.16,22756.28775401388,14.14,28327.27118260513,17.6
16436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6258.6341122011645,3.89,16022.51761469546,9.96,28868.57090665875,17.94,16107.621074739802,10.01,29228.138819788208,18.16,16197.814355915829,10.06,28583.21458249916,17.76
16354,3,0,2,2,8,0,0,6,0,1,1,0,11,0,1,15,25,48,2771.1896875253356,1.72,23334.58024361502,14.5,3059.8665533244402,1.9,2296.2961917895914,1.43,33418.33117688393,20.77,10348.66768691005,6.43,3274.6707490408035,2.03
16317,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,3,10,5276.0970394887245,3.28,16777.21798783436,10.42,18282.35390748183,11.36,17279.896964510703,10.74,27504.88514158338,17.09,20921.705818490103,13.0,17260.446455319394,10.73
16342,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,5236.089698919122,3.25,25174.67688114861,15.64,40044.202709740886,24.88,38285.502886326496,23.79,40000.798213086695,24.86,39563.87361528685,24.58,28899.907073990787,17.96
16255,0,0,2,0,2,0,0,4,0,0,0,0,0,0,0,4,8,8,2070.5696748309892,1.29,66119.32085641442,41.08,59024.87008824507,36.68,59410.66085529769,36.92,80598.49127953697,50.08,68086.19335805876,42.31,59470.05661862414,36.95
16346,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,6,6,4180.990695008174,2.6,35805.789829146954,22.25,28353.90803603727,17.62,28395.91166695222,17.64,49272.024227231705,30.62,36554.35982526706,22.71,28779.457014042593,17.88
16344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3263.309835981329,2.03,31470.05362102467,19.55,18135.50438025658,11.27,18142.616311920206,11.27,43166.8415261771,26.82,26337.498778373567,16.37,18555.73615408882,11.53
16343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3548.5470189547063,2.2,27701.288921721683,17.21,24271.128185585614,15.08,23969.729413236153,14.89,41047.075676732704,25.51,31199.807579760487,19.39,24646.233481072937,15.31
16371,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,7,7,1744.1648793854831,1.08,30977.523158942757,19.25,39697.05292620106,24.67,31056.507416600027,19.3,43941.81611642414,27.3,31151.93366983924,19.36,39528.69342120146,24.56
16329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5793.96697795621,3.6,34153.59902299379,21.22,38625.04978687009,24.0,34209.75931868175,21.26,48367.763219076995,30.05,34319.90160775371,21.33,38539.08243930421,23.95
16248,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,5,5,799.8918138936857,0.5,71495.73136829147,44.43,68202.36762593169,42.38,68479.13003504767,42.55,86304.20392765653,53.63,76999.87969264334,47.85,68645.27769906278,42.65
16433,1,0,0,0,1,0,0,2,0,0,2,1,12,0,0,2,5,29,1626.539783762828,1.01,10537.17516535804,6.55,10402.331409482364,6.46,1875.250281749114,1.17,1734.3252416398689,1.08,8090.405825652813,5.03,5727.442206375391,3.56
17778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15432.753182869084,9.59,155684.95543425196,96.74,148438.0706963336,92.24,149676.80150198267,93.01,170987.87364935418,106.25,155824.15983589634,96.82,148680.98587544146,92.39
16331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1009.959995274925,0.63,48572.67366938856,30.18,39323.201903914065,24.43,39644.97944393032,24.63,62419.01459185757,38.79,48261.014345796,29.99,39767.264101171444,24.71
16645,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,3,3,464.3104776882531,0.29,150944.60497337018,93.79,135392.0039115571,84.13,136329.2137508505,84.71,165809.69789179778,103.03,144677.6869931983,89.9,135781.8931618278,84.37
15757,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,3,7,7,960.1090488097844,0.6,130690.98171308357,81.21,114264.29266466497,71.0,115149.77346852898,71.55,144689.55872181375,89.91,123640.57640082986,76.83,114666.0232269137,71.25
16855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3998.251984509361,2.48,143894.51471047773,89.41,131040.93515362356,81.43,132122.03834889331,82.1,159250.556596281,98.95,139853.6916980788,86.9,131385.07119087628,81.64
16725,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,2,1178.2363158401015,0.73,85422.72587033671,53.08,89512.65815398005,55.62,85496.08780983066,53.12,91966.4401014676,57.15,85595.8008543753,53.19,89505.18984739779,55.62
16744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7602.2701329307565,4.72,92995.18966018532,57.78,96170.64305066023,59.76,93064.85633772508,57.83,100157.88637756086,62.24,93167.12945860026,57.89,96186.04271126773,59.77
16239,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2,7,7,3157.596536102676,1.96,59099.986028418556,36.72,48395.216944887834,30.07,49610.17448391281,30.83,74501.69547967886,46.29,56336.45750399825,35.01,48663.332557049216,30.24
16863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8342.046739693285,5.18,143564.174474467,89.21,129118.58688381626,80.23,130123.41745115734,80.86,158680.1157710254,98.6,138232.04119150253,85.89,129489.86943654978,80.46
16821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200.1660391771065,1.37,157274.29001178677,97.73,144931.66981512998,90.06,146029.78328724002,90.74,172686.56543503574,107.3,153651.73905721327,95.48,145268.4819763076,90.27
16726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10034.586499282474,6.24,92196.70821601171,57.29,93632.49237424122,58.18,92257.0991411325,57.33,102003.47326247921,63.38,92365.02556144225,57.39,93683.05316348896,58.21
16351,0,1,2,1,2,0,0,2,0,0,0,0,0,0,0,6,8,8,3306.147255181047,2.05,30915.70585622851,19.21,25991.058339701605,16.15,27256.20505335254,16.94,46401.000368244255,28.83,31034.243926056413,19.28,26056.674681102028,16.19
16370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4184.569116537775,2.6,34936.263281101456,21.71,20746.85979647057,12.89,21943.000250287845,13.63,49497.45810973319,30.76,29142.184193342586,18.11,21033.844406511846,13.07
16260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7484.659953305689,4.65,59608.33245656317,37.04,44894.98739612439,27.9,45965.42380327047,28.56,74428.8462511732,46.25,53840.627605971,33.46,45245.37355506019,28.11
16720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17896.949941870014,11.12,140942.71791320495,87.58,138008.6893727197,85.75,139290.48692507815,86.55,154030.7336973107,95.71,141100.39330413283,87.68,138164.5635297474,85.85
15828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12266.266469547892,7.62,69654.10397532112,43.28,54995.19907860712,34.17,56047.8039098482,34.83,84551.67527475419,52.54,63990.57654697108,39.76,55351.788525676755,34.39
16322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2977.6782591259894,1.85,35005.31237511028,21.75,24823.13377953407,15.42,26095.06154872812,16.21,50235.1767561839,31.21,32021.401405857152,19.9,25018.56190974964,15.55
16217,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,10494.791300621882,6.52,67585.57304319435,42.0,52294.824515091415,32.49,53316.38406292092,33.13,82318.02500198763,51.15,61400.78653984216,38.15,52662.2536798886,32.72
16503,5,0,15,26,15,0,0,29,1,0,3,0,4,1,3,61,97,140,386.9341248638828,0.24,936.1104865345201,0.58,2242.9412033180038,1.39,1077.0390291347348,0.67,2253.9606638862333,1.4,1335.597542447842,0.83,1169.0040500392738,0.73
16127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8300.64075899376,5.16,39127.252162175086,24.31,52291.685526492016,32.49,49548.47966003818,30.79,52105.07128792,32.38,51238.3486737642,31.84,43087.58635304047,26.77
16546,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,8,595.3918114683776,0.37,549.6311794466936,0.34,862.5682874951444,0.54,193.29561173662674,0.12,202.28419829836002,0.13,2188.577733635643,1.36,889.4405210480334,0.55
16686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19266.931497059857,11.97,176385.5222755468,109.6,161330.19875229598,100.25,162290.61889370403,100.84,191398.21003855605,118.93,170560.86756154988,105.98,161714.01354694096,100.48
16646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15629.468480882491,9.71,146277.3531699905,90.89,133020.91349112548,82.66,133799.62855957917,83.14,160529.6820672938,99.75,142483.94617056442,88.54,133441.1394075214,82.92
16427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2811.3955055406336,1.75,7530.4216848301785,4.68,24241.71762578249,15.06,8601.313266267689,5.34,7604.682605945536,4.73,10677.204326204292,6.63,12614.331359969348,7.84
15847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8520.617503814643,5.29,98702.08084203959,61.33,81608.35593416284,50.71,82462.3101503628,51.24,112087.92870668406,69.65,91025.56026466703,56.56,82016.64151048743,50.96
16563,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2379.819016872437,1.48,5368.357094969468,3.34,6644.102566602006,4.13,2694.1180903029626,1.67,418.25784140523456,0.26,729.0132569695586,0.45,2859.5033727188375,1.78
15724,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,9964.540511496865,6.19,135953.39683187284,84.48,123224.41727465442,76.57,123975.7768769457,77.04,150243.5905321787,93.36,132692.90564263784,82.45,123648.4546760433,76.83
16038,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,3,3,4501.198427207169,2.8,41631.24760629633,25.87,55965.05823141707,34.78,53664.62969253961,33.35,55848.64586563839,34.7,55183.353386840354,34.29,45554.20605075375,28.31
16373,1,0,0,1,1,0,0,3,0,0,0,0,0,0,0,3,6,6,3618.8204354776685,2.25,46221.19092782829,28.72,47317.062074278525,29.4,47279.28397824265,29.38,61042.85934125766,37.93,55129.102414695204,34.26,47734.95069079185,29.66
15823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1753.0320053521336,1.09,102920.09983514994,63.95,91108.06204723103,56.61,92248.09039491678,57.32,118333.29511508525,73.53,99607.39979784365,61.89,91425.16664017545,56.81
16240,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,4,4,4241.16889864705,2.64,88456.91256672263,54.96,76821.77159644113,47.73,77457.3291470532,48.13,102646.40534718591,63.78,86247.69427145469,53.59,77258.1887995557,48.01
16259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10283.580356911361,6.39,83261.25857828082,51.74,80671.33399745428,50.13,80965.94111905829,50.31,98142.43559186683,60.98,89508.0245039553,55.62,81114.9007291289,50.4
16224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4527.493707572781,2.81,81909.13809168272,50.9,71175.32520267858,44.23,71758.88903307861,44.59,96155.70916713034,59.75,80553.02327201447,50.05,71615.3866161314,44.5
15715,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,3,5,5,354.43329510317767,0.22,116384.18128103965,72.32,99778.04200335097,62.0,100641.54684727322,62.54,129982.95650094387,80.77,109183.11344341349,67.84,100184.2947741903,62.25
15778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3186.662978772091,1.98,94773.52512773228,58.89,84246.06757885536,52.35,84857.44037913624,52.73,109143.39680332977,67.82,93651.66333606669,58.19,84684.23333491966,52.62
